Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,dance,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Far Away,Harbor,Tomppabeats,52602,48,lo-fi,0.675,0.495,10,-11.151,0,0.0957,0.444,0.964,0.162,0.719,73.117,4,8.908966461327857
i miss you,i miss you,Mt. Marcy,85975,33,lo-fi,0.67,0.663,9,-10.344,1,0.0657,0.873,0.527,0.348,0.305,82.032,4,8.353182751540041
my heart flutters when i see you,Summer Festival,biosphere,130370,42,lo-fi,0.73,0.403,9,-15.814,0,0.0724,0.893,0.884,0.108,0.531,162.124,4,7.594798083504449
her smile,Lighter,[bsd.u],52040,32,lo-fi,0.809,0.179,2,-11.134,1,0.0697,0.0545,0.818,0.101,0.527,74.99,4,7.493497604380561
Falling for U,Falling for U,"Peachy!,mxmtoon",124000,68,pop,0.719,0.36,6,-12.034,1,0.398,0.748,2.18e-06,0.0812,0.409,80.184,4,7.6358658453114305
Just a sec,Her,eery,114755,33,lo-fi,0.705,0.361,11,-10.075,0,0.0526,0.428,0.564,0.123,0.83,94.02,4,9.253935660506503
Swishers,Runway,"SwuM,[bsd.u]",116756,37,lo-fi,0.502,0.596,4,-12.361,0,0.567,0.867,0.00254,0.278,0.559,148.241,4,9.089664613278575
Sleep Next to Me,"Growing Up, Vol. 1",A L E X,139911,37,lo-fi,0.613,0.381,0,-16.901,1,0.0729,0.625,0.925,0.124,0.401,172,3,7.770020533880904
i'm tired of feeling this way,i'm tired of feeling this way / lychee juice,Elijah Who,148034,46,lo-fi,0.776,0.117,0,-16.003,1,0.0749,0.992,0.819,0.114,0.192,137.67,4,7.471594798083505
Lo Que Siento,Lo Que Siento,Cuco,312000,71,pop,0.327,0.684,10,-5.576,1,0.177,0.506,0,0.427,0.425,86.89,5,7.857631759069131
sunshine,sunshine,"atlas,Rook1e,Sky.High",90019,33,lo-fi,0.729,0.727,1,-9.917,1,0.16,0.926,0.0115,0.129,0.713,95.976,4,7.1594798083504445
fell in love in a dream,fell in love in a dream,Kupla,143666,35,lo-fi,0.505,0.23,9,-9.971,0,0.227,0.66,0.85,0.0986,0.218,91.997,4,7.726214921
Home,Home,Cavetown,269897,65,pop,0.532,0.474,1,-5.223,1,0.0372,0.387,8.51e-05,0.11,0.281,124.86,4,5.823408624229979
north terminal,winter night,emo,176000,2,pop,0.328,0.148,0,-39.46,1,0.127,0.89,0.0927,0.0887,0.204,89.948,4,5.908281998631074
Imagine,Sad Hours,"SHRK,Shiloh Dynasty",144740,45,lo-fi,0.85,0.454,7,-12.871,1,0.0615,0.637,0.224,0.153,0.14,129.953,4,6.929500342231348
Not Even Her (feat. Shiloh),Not Even Her (feat. Shiloh),"Floreyyyy,Shiloh",174707,42,lo-fi,0.607,0.0741,11,-14.09,1,0.336,0.76,0.0017,0.139,0.589,210.986,4,7.441478439425051
What Now?,Imagination.,Tundra Beats,111317,16,lo-fi,0.903,0.152,10,-15.979,1,0.165,0.671,0.311,0.106,0.465,137.884,4,5.158110882956879
death bed (coffee for your head),death bed (coffee for your head),"Powfu,beabadoobee",173333,80,pop,0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4,5.149897330595483
summer depression,summer depression,girl in red,151693,63,pop,0.693,0.308,9,-15.635,1,0.0442,0.645,0.476,0.127,0.677,129.943,4,7.085557837097878
Macintosh Plus 2K18,Macintosh Plus 2K18,Yung Frown,423859,42,vaporwave,0.56,0.816,8,-4.308,1,0.0789,0.117,0.000163,0.138,0.664,91.493,4,7.156741957563312
Dream Girl,Dream Girl,Crisaunt,179286,68,pop,0.945,0.239,4,-17.862,1,0.0389,0.372,0.29,0.118,0.583,118.616,4,6.132785763175907
emo,emo,Crisaunt,148401,39,pop,0.701,0.508,6,-9.391,0,0.0455,0.483,0.00526,0.129,0.539,83.974,4,4.7501711156741955
Smoke Signals (feat. Tessa Violet),Smoke Signals (feat. Tessa Violet),"Cavetown,Tessa Violet",208966,49,pop,0.573,0.16,8,-16.587,0,0.037,0.933,0.000111,0.109,0.246,104.708,4,4.731006160164271
Moonlight Shawty,Moonlight Shawty,"Fatboibari,Shiloh",167994,57,lo-fi,0.671,0.184,5,-15.541,1,0.123,0.835,0.0011,0.0794,0.128,106.04,4,6.573579739904175
Why Not Me,Nostalgia Pack,"Forrest Frank,Forrest.",206194,49,hip hop,0.905,0.732,7,-7.384,1,0.298,0.463,0,0.526,0.689,145.961,4,1.8562628336755647
seeing your name makes me happy,bedroom,Burbank,107697,48,lo-fi,0.724,0.279,9,-8.678,1,0.2,0.282,0.00474,0.0924,0.476,162.136,4,7.362080767
Kids of Summer - Radio Edit,Kids of Summer (Radio Edit),"Monotronic,Omar Hakim",268640,25,jazz,0.603,0.976,0,-5.342,1,0.0664,0.00212,0.0111,0.1,0.507,125.024,4,0.6297056810403833
Bodies,Staring Through,kudo,153000,52,lo-fi,0.592,0.274,7,-22.826,0,0.0357,0.977,0.908,0.0952,0.16,113.967,4,4.695414099931554
Mujinas Ramen Shop,Yokai,"Flitz&Suppe,Mr. Käfer",161194,48,lo-fi,0.68,0.319,5,-15.213,1,0.0483,0.834,0.907,0.122,0.737,133.955,4,4.739219712525667
Felt the Same,Sometimes I Wait for You,softy,151866,49,lo-fi,0.578,0.425,1,-10.972,1,0.0422,0.924,0.703,0.0966,0.128,76.007,4,4.772073921971253
Late Night Latte,Sweet Dreams,Purrple Cat,193239,34,lo-fi,0.6,0.229,2,-14.376,1,0.0344,0.815,0.771,0.0959,0.0984,119.945,4,4.985626283367557
Cleared Sky,Introspective,Nothingtosay,156007,30,lo-fi,0.616,0.191,8,-17.242,1,0.0464,0.317,0.829,0.103,0.0546,80.006,3,4.717316906228611
Lush,Wondering,Casiio,121531,30,lo-fi,0.502,0.248,4,-17.02,0,0.123,0.718,0.942,0.0962,0.0818,158.069,5,4.876112251882272
Off,Staring Through,kudo,142704,37,lo-fi,0.547,0.171,3,-22.146,0,0.046,0.904,0.946,0.118,0.181,80.131,4,4.695414099931554
Rain on Sunday,Naoko,Tom Doolie,109296,31,lo-fi,0.883,0.57,2,-9.665,1,0.0643,0.135,0.823,0.0818,0.666,125.922,4,4.783025325119781
emo,Lazy Sunday,Thaehan,115304,39,lo-fi,0.689,0.325,5,-11.205,0,0.0369,0.936,0.904,0.113,0.243,75.065,3,4.706365503080082
Evening Jam,Way of Life,Yasumu,118378,24,lo-fi,0.667,0.203,8,-13.141,0,0.388,0.594,0.699,0.0677,0.155,143.455,4,4.821355236
Slow,Staring Through,kudo,121741,40,lo-fi,0.41,0.138,3,-23.896,0,0.0329,0.957,0.924,0.119,0.135,79.272,4,4.695414099931554
Drive to Midnight,rap,Mondo Loops,181000,32,lo-fi,0.425,0.32,11,-20.32,0,0.045,0.79,0.91,0.111,0.0473,84.802,4,4.865160848733744
Snug,Sometimes I Wait for You,softy,217253,39,lo-fi,0.492,0.355,1,-8.732,1,0.0652,0.964,0.67,0.38,0.367,82.253,4,4.772073921971253
Waking up Slowly,2 Am. Study Session,"No Spirit,SAINT WKND",145946,44,lo-fi,0.674,0.3,4,-15.218,1,0.0406,0.934,0.937,0.107,0.143,147.879,4,5.007529089664613
Deep Down,Relief,Pandrezz,130909,34,lo-fi,0.703,0.201,5,-13.262,1,0.0553,0.386,0.53,0.133,0.276,66.096,4,4.941820670773443
Dittany,Conscious Ego,"Fatb,Flitz&Suppe",134634,27,lo-fi,0.697,0.274,2,-11.411,0,0.0836,0.566,0.843,0.0794,0.352,81.997,4,4.843258042436688
Tranquility,Dove,"Oatmello,fantompower",120833,23,lo-fi,0.571,0.489,9,-11.338,0,0.0448,0.81,0.633,0.13,0.151,72.019,4,4.7501711156741955
Serenity,Kingdom in Blue,Kupla,192000,41,lo-fi,0.57,0.345,5,-10.705,0,0.0467,0.892,0.841,0.142,0.236,80.021,4,5.092402464065708
Nova,1 Am. Study Session,mell-ø,104415,43,lo-fi,0.779,0.272,6,-13.763,0,0.104,0.804,0.802,0.11,0.506,77.048,4,5.319644079397673
Breathing in October,Sometimes I Wait for You,softy,179864,29,lo-fi,0.553,0.406,11,-9.573,1,0.0525,0.857,0.61,0.321,0.137,44.871,4,4.772073921971253
Sundae Sunset,Sweet Dreams,Purrple Cat,138701,34,lo-fi,0.69,0.249,2,-15.245,1,0.0438,0.783,0.586,0.128,0.167,129.954,3,4.985626283367557
Snowflakes,Lazy Sunday,"E I S U,softy",126966,28,lo-fi,0.51,0.176,0,-11.442,1,0.0415,0.865,0.618,0.385,0.403,142.693,4,4.706365503080082
Channel 12,Ages Ago,"Flovry,tender spring",142968,38,lo-fi,0.669,0.26,4,-14.37,1,0.0481,0.931,0.845,0.126,0.474,136.008,4,5.352498288843258
Ebi Tempura,Jiro Dreams,"Dontcry,Glimlip",114134,30,lo-fi,0.831,0.341,6,-9.615,0,0.12,0.929,0.926,0.337,0.327,78.016,1,5.106091718001369
Reminiscing,Before You Go,"Jhove,Flovry",158297,43,lo-fi,0.511,0.128,6,-16.396,0,0.0698,0.779,0.926,0.0954,0.322,75.955,4,4.930869267624915
Darjeeling,Naoko,Tom Doolie,107693,32,lo-fi,0.64,0.255,6,-10.96,1,0.0383,0.819,0.897,0.109,0.367,117.449,3,4.783025325119781
Roots,Kingdom in Blue,Kupla,138947,49,lo-fi,0.812,0.404,9,-8.448,0,0.231,0.35,0.45,0.106,0.382,75.89,4,5.092402464065708
Far Away,Introspective,"Nothingtosay,Zeyn",168578,27,lo-fi,0.682,0.107,2,-18.042,1,0.0608,0.806,0.935,0.0925,0.0685,83.982,4,4.717316906228611
In Your Eyes,Kingdom in Blue,Kupla,178570,35,lo-fi,0.643,0.445,2,-10.514,0,0.0377,0.751,0.873,0.13,0.209,81.971,4,5.092402464065708
New Fields,Naoko,"Tom Doolie,Saib",132426,52,lo-fi,0.5,0.486,9,-8.801,1,0.168,0.559,0.353,0.119,0.36,175.786,4,4.783025325119781
Bloom,Conscious Ego,"Fatb,Tesk",133409,34,lo-fi,0.605,0.171,5,-12.82,1,0.053,0.763,0.949,0.132,0.349,179.923,4,4.843258042436688
Maki,Jiro Dreams,"Dontcry,Glimlip",80714,45,lo-fi,0.668,0.403,9,-10.131,1,0.214,0.322,0.938,0.106,0.231,140.613,1,5.106091718001369
I Am Not Lost,Introspective,Nothingtosay,173867,34,lo-fi,0.609,0.0597,1,-20.374,1,0.0476,0.819,0.93,0.104,0.186,80.002,4,4.717316906228611
Root,In Your Eyes,Tom Doolie,93139,51,lo-fi,0.721,0.224,7,-16.262,0,0.0543,0.949,0.944,0.106,0.349,135.755,4,0.1806981519507187
Gin,Diamonds,"Oatmello,Cloudchord",130370,35,lo-fi,0.633,0.333,7,-13.933,1,0.0646,0.626,0.346,0.116,0.574,81.015,4,6.321697467488022
Untold Stories,Lazy Sunday,Yasumu,119304,36,lo-fi,0.633,0.199,9,-17.725,0,0.0313,0.905,0.771,0.0758,0.225,79.931,4,4.706365503080082
Carousel,Forever Ago,Hoogway,141538,34,lo-fi,0.674,0.115,7,-19.09,1,0.0341,0.925,0.948,0.121,0.235,78.01,4,4.761122518822724
Pink Night Sky,Lazy Sunday,Dr. Dundiff,160101,36,lo-fi,0.703,0.241,1,-12.313,1,0.394,0.361,0.878,0.222,0.641,78.793,4,4.706365503080082
hope,Elements,"Bcalm,Purrple Cat",164000,52,lo-fi,0.573,0.249,5,-11.168,0,0.0308,0.918,0.94,0.131,0.076,127.998,4,3.570157426
Affection,Wondering,Casiio,133732,40,lo-fi,0.536,0.117,8,-24.096,1,0.0534,0.792,0.916,0.114,0.0391,79.049,4,4.876112251882272
Sail Away,Forever Ago,Hoogway,117432,27,lo-fi,0.568,0.0862,9,-21.158,0,0.0289,0.756,0.89,0.0895,0.148,136.047,4,4.761122518822724
Stray,Sometimes I Wait for You,softy,154230,24,lo-fi,0.693,0.488,0,-7.928,0,0.0327,0.891,0.865,0.115,0.164,78.019,4,4.772073921971253
Over the Valley,Lazy Sunday,"Jhove,trxxshed",146198,41,lo-fi,0.612,0.175,5,-18.024,1,0.0337,0.933,0.878,0.0979,0.119,110.014,4,4.706365503080082
Back When,Before You Go,"Jhove,tender spring",140000,26,lo-fi,0.74,0.319,2,-13.283,1,0.0707,0.615,0.846,0.134,0.8,143.977,4,4.930869267624915
Garnet,Lazy Sunday,"Monma,cocabona",149610,39,lo-fi,0.662,0.429,11,-9.376,1,0.0783,0.881,0.872,0.07,0.685,76.995,4,4.706365503080082
When the Sun Goes Down,Bedtime Stories Pt. 2,brillion.,230974,32,lo-fi,0.539,0.319,7,-14.095,1,0.0286,0.852,0.833,0.184,0.0739,75.071,4,4.908966461327857
Innocent,Dove,"Oatmello,Epektase,Dayn",133333,51,lo-fi,0.633,0.337,2,-10.922,1,0.113,0.969,0.318,0.107,0.129,143.946,4,4.7501711156741955
Teasteam,Yokai,"Flitz&Suppe,Mr. Käfer,Ornithology",170126,26,lo-fi,0.574,0.177,6,-17.299,1,0.169,0.838,0.882,0.11,0.329,79.021,4,4.739219712525667
Shade,Contrasts,dryhope,133634,25,lo-fi,0.631,0.125,4,-13.734,0,0.219,0.674,0.747,0.107,0.191,159.951,4,5.032169746748802
Kiwi,In Your Eyes,Tom Doolie,87211,54,lo-fi,0.732,0.151,11,-14.936,1,0.137,0.969,0.952,0.111,0.273,78.1,4,0.1806981519507187
Say Yes,L'aventure EP,"C4C,kokoro",160000,39,lo-fi,0.736,0.292,4,-11.661,1,0.0559,0.265,0.731,0.112,0.344,150.01,4,5.133470226
Owls of the Night,1 Am. Study Session,Kupla,141538,38,lo-fi,0.496,0.352,9,-7.771,0,0.0416,0.346,0.182,0.545,0.255,78.097,4,5.319644079397673
Blue Afternoon,Introspective,"Nothingtosay,midnight alpha.",162360,34,lo-fi,0.602,0.129,7,-23.057,0,0.0902,0.825,0.908,0.107,0.0524,85.003,4,4.717316906228611
Eventide,Bedtime Stories Pt. 2,"brillion.,No Spirit,Sitting Duck",186801,25,lo-fi,0.316,0.488,8,-14.325,1,0.0793,0.508,0.931,0.0923,0.0357,75.822,4,4.908966461327857
Snow & Sand,1 Am. Study Session,"j'san,Epektase",165000,46,lo-fi,0.847,0.441,5,-10.717,1,0.0865,0.571,0.892,0.0877,0.183,80.038,5,5.319644079397673
Amber,1 Am. Study Session,ENRA,89367,40,lo-fi,0.495,0.0639,3,-17.779,0,0.0668,0.932,0.375,0.1,0.133,82.013,4,5.319644079397673
Walk Out,Violet,"Khutko,Blue Wednesday",153506,53,lo-fi,0.833,0.24,6,-13.588,0,0.171,0.718,0.913,0.177,0.499,77.013,4,3.887748117727584
Kingdom in Blue,Kingdom in Blue,Kupla,201154,48,lo-fi,0.524,0.238,7,-11.162,1,0.0423,0.657,0.926,0.16,0.12,78.018,4,5.092402464065708
Before You Go,Before You Go,Jhove,150000,51,lo-fi,0.72,0.221,7,-16.089,1,0.0456,0.99,0.783,0.0967,0.166,155.972,4,4.930869267624915
Late Night Call,1 Am. Study Session,Jordy Chandra,134794,42,lo-fi,0.769,0.264,11,-12.611,0,0.15,0.924,0.911,0.259,0.237,109.476,3,5.319644079397673
Autumn Morning,Sometimes I Wait for You,softy,220000,35,lo-fi,0.58,0.336,2,-9.888,1,0.0904,0.918,0.82,0.553,0.315,144.022,4,4.772073921971253
Someday,Contrasts,dryhope,167814,36,lo-fi,0.438,0.196,10,-14.564,0,0.106,0.581,0.92,0.254,0.189,207.437,1,5.032169746748802
Rest Your Head,Tranquility,G Mills,181043,32,lo-fi,0.757,0.408,1,-15.177,1,0.105,0.727,0.566,0.0967,0.264,108.05,4,4.832306639288158
Stars and Chimneys,2 Am. Study Session,Kalaido,185804,47,lo-fi,0.375,0.338,6,-13.341,1,0.0406,0.822,0.756,0.0776,0.0621,85.37,4,5.007529089664613
Only in the West,Sebastian,Yeek,196170,49,pop,0.955,0.544,7,-6.872,1,0.0888,0.074,0.0535,0.216,0.527,116.961,4,7.931553730321697
Hard Times,After Laughter,Paramore,182693,81,pop,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,4,7.8932238193018485
Please Don't Go,Please Don't Go,Joel Adams,210580,65,pop,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,4,9.407255305
Feel Good (with Daya),Feel Good (with Daya),"Gryffin,ILLENIUM,Daya",248156,64,edm,0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,4,8.084873374401095
soul,"Save Me, San Francisco (Golden Gate Edition)",Train,216773,83,pop,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,4,14.338124572210814
Happier,Happier,"Marshmello,Bastille",214289,83,edm,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.011,4,6.628336755646817
Lucid Dreams,dance,Juice WRLD,239835,85,rap,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4,6.313483915126626
Trip,Ella Mai,Ella Mai,213993,73,r&b,0.477,0.609,11,-5.628,0,0.144,0.222,0,0.107,0.357,79.884,4,6.4750171115674195
Mycelium,Life Forms,Kupla,176953,35,lo-fi,0.597,0.55,4,-8.657,0,0.28,0.345,0.569,0.126,0.141,78.343,4,4.673511293634497
Meteor Shower,Satellite Nights,"drkmnd,Ambulo",192039,41,lo-fi,0.768,0.204,11,-11.637,1,0.0429,0.156,0.892,0.113,0.136,110.053,4,5.174537987679671
Vhs,2 Am. Study Session,"Spencer Hunt,WYS",103998,36,lo-fi,0.535,0.312,3,-13.094,1,0.0747,0.797,0.938,0.157,0.0467,79.47,4,5.007529089664613
Mariana,Tomorrows That Follow,"ENRA,Sleepermane",146375,30,lo-fi,0.698,0.239,2,-11.497,1,0.0497,0.382,0.813,0.0454,0.309,80.025,3,4.952772073921971
It's Going to Be a Good Day,2 Am. Study Session,ocha,180705,41,lo-fi,0.744,0.403,8,-11.8,1,0.207,0.172,0.83,0.104,0.678,170.058,4,5.007529089664613
Modigliani Nudes,Online Mall Music,less.people,172466,38,lo-fi,0.73,0.132,11,-16.463,1,0.0555,0.665,0.909,0.0944,0.224,77.969,4,5.073237508555784
God Would Be Missing Me,You Don't Know What Love Is,Psalm Trees,138947,23,lo-fi,0.525,0.0897,1,-12.236,0,0.0715,0.782,0.942,0.109,0.409,75.992,4,5.593429158110883
Reminders,Tomorrows That Follow,"ENRA,Sleepermane",123141,25,lo-fi,0.63,0.248,4,-11.966,0,0.0568,0.568,0.871,0.101,0.0536,78.035,4,4.952772073921971
Same Ocean,Forever Ago,Hoogway,105886,46,lo-fi,0.565,0.0773,7,-24.577,1,0.03,0.89,0.929,0.11,0.245,92.971,4,4.761122518822724
forest,"thoughts, feelings, concerns",jhfly,114017,32,lo-fi,0.76,0.373,1,-11.221,1,0.13,0.955,0.778,0.093,0.226,82.027,4,9.169062286105408
Je T'aime,Je T'aime,Sugi.wa,76500,43,lo-fi,0.591,0.419,6,-15.445,0,0.105,0.598,0.909,0.0917,0.797,75.922,4,1.0732375085557837
hearts that melt,i need you friend,Kasper Lindmark,126324,34,lo-fi,0.728,0.0793,9,-24.352,1,0.0747,0.847,0.891,0.177,0.219,76.027,4,6.395619438740589
Midnight,Forever Changing,Laffey,188279,44,lo-fi,0.581,0.285,3,-13.051,1,0.033,0.934,0.938,0.104,0.142,72.91,4,4.301163586584531
Silent River,Silent River,Mila Coolness,168571,33,lo-fi,0.596,0.0754,6,-19.013,0,0.0289,0.875,0.94,0.0869,0.0941,83.986,4,4.684462696783025
emo,Lazy Sunday,"Otaam,Sitting Duck",140800,27,lo-fi,0.436,0.336,5,-9.554,1,0.0616,0.864,0.221,0.091,0.252,143.516,4,4.706365503080082
Bad Timing,Satiata,Brenky,132689,9,lo-fi,0.79,0.152,8,-22.434,0,0.265,0.784,0.0609,0.0836,0.431,116.03,4,5.325119780971937
Weightless,Life Forms,Kupla,174837,31,lo-fi,0.69,0.25,11,-13.061,1,0.06,0.816,0.499,0.189,0.356,90.043,4,4.673511293634497
I'll Follow You,Introspective,Nothingtosay,150866,33,lo-fi,0.616,0.122,6,-22.515,0,0.0523,0.404,0.938,0.103,0.0392,139.893,4,4.717316906228611
Wildflower,After Hours,Blue Wednesday,154310,51,lo-fi,0.771,0.106,2,-17.697,1,0.0767,0.957,0.943,0.1,0.337,87.005,4,4.0629705681040384
Magic,Life Forms,Kupla,186331,29,lo-fi,0.425,0.479,2,-10.449,0,0.0396,0.879,0.744,0.623,0.134,83.929,4,4.673511293634497
Safe Haven,Life Forms,Kupla,168463,32,lo-fi,0.472,0.365,2,-10.385,0,0.111,0.925,0.366,0.126,0.04,80.075,4,4.673511293634497
One Reason,White Oak,dryhope,181188,28,lo-fi,0.715,0.231,2,-15.351,0,0.0504,0.859,0.906,0.0928,0.306,87.018,4,5.412731006160164
Winter Shells,rap,"Mondo Loops,Kanisan",186232,50,lo-fi,0.679,0.166,8,-19.129,1,0.0528,0.876,0.903,0.119,0.168,71.984,4,4.865160848733744
Balance,Silent River,Mila Coolness,142628,33,lo-fi,0.506,0.027,2,-23.452,0,0.027,0.958,0.956,0.0938,0.257,87.851,4,4.684462696783025
A Waltz for My Best Friend,Life Forms,Kupla,134008,31,lo-fi,0.436,0.522,4,-8.647,0,0.0506,0.487,0.964,0.119,0.0636,176.102,3,4.673511293634497
Good Night,Dove,"Oatmello,Late Era",157377,45,lo-fi,0.533,0.165,2,-14.879,1,0.0396,0.929,0.937,0.105,0.189,122.064,4,4.7501711156741955
In Clover,Bedtime Stories Pt. 2,"brillion.,HM Surf",165642,45,lo-fi,0.648,0.195,6,-17.168,1,0.0656,0.928,0.919,0.0871,0.0448,153.97,4,4.908966461327857
Under Your Skin,Cloud Surfing,"BluntOne,Baen Mow",145519,48,lo-fi,0.38,0.173,2,-13.952,0,0.0314,0.757,0.802,0.117,0.527,107.829,4,5.086926762491444
Jiro Dreams,Jiro Dreams,"Dontcry,Glimlip,Sleepermane",106097,33,lo-fi,0.856,0.288,0,-11.714,1,0.0759,0.0677,0.652,0.0929,0.326,82.1,4,5.106091718001369
Snaps,Calm Lands,Monma,142857,37,lo-fi,0.639,0.123,4,-18.132,0,0.169,0.778,0.889,0.106,0.275,84.012,4,4.963723477070499
Diet Cola,Lazy Sunday,"tender spring,Middle School",149000,37,lo-fi,0.596,0.19,0,-12.565,1,0.0655,0.779,0.823,0.0993,0.267,119.653,4,4.706365503080082
Care,Loose,Brenky,108333,9,lo-fi,0.741,0.0962,0,-14.511,0,0.304,0.888,0.468,0.113,0.597,71.939,4,5.861738535249829
Building a New Life,Lazy Sunday,Celestial Alignment,162920,43,lo-fi,0.497,0.157,4,-16.873,1,0.0678,0.762,0.882,0.0886,0.277,215.981,4,4.706365503080082
Drifter,L'aventure EP,"C4C,kokoro",130285,35,lo-fi,0.672,0.332,5,-15.877,1,0.0625,0.522,0.854,0.326,0.188,140.091,4,5.133470226
Heroes,Life Forms,Kupla,140382,35,lo-fi,0.389,0.388,5,-9.92,0,0.129,0.685,0.913,0.275,0.0696,83.933,4,4.673511293634497
Infused,2 Am. Study Session,"Yasper,Glimlip",172962,36,lo-fi,0.523,0.148,11,-10.985,0,0.114,0.921,0.808,0.107,0.202,162.093,4,5.007529089664613
Painting,Staring Through,kudo,126402,37,lo-fi,0.583,0.359,11,-23.43,1,0.0405,0.83,0.946,0.165,0.0353,112.006,4,4.695414099931554
Dozing,Dozing,Chris Mazuera,146346,49,lo-fi,0.644,0.273,9,-12.114,1,0.0933,0.354,0.848,0.0893,0.387,156.113,4,4.7939767282683095
Stray,Lazy Sunday,Casiio,126861,35,lo-fi,0.583,0.248,6,-16.301,1,0.0365,0.864,0.915,0.105,0.0886,140.085,4,4.706365503080082
digital nomad,Digital Nomad,Milkz,94814,9,lo-fi,0.66,0.478,11,-9.86,1,0.249,0.848,0.758,0.123,0.451,81.055,4,5.749486652977413
Gates of Heaven,Cloud Surfing,BluntOne,198717,34,lo-fi,0.536,0.14,4,-10.417,0,0.164,0.595,0.883,0.114,0.19,77.037,4,5.086926762491444
Procrastinating,My Room Becomes The Sea,Sleepy Fish,185500,37,lo-fi,0.817,0.282,11,-12.185,1,0.0576,0.0225,0.872,0.0644,0.196,113.972,4,5.546885694729637
cliché,plum blossom,mxmtoon,184272,51,pop,0.595,0.208,1,-17.989,0,0.361,0.908,0,0.164,0.649,95.831,4,6.321697467488022
Silly Girl,Rabbit Hearted.,chloe moriondo,198807,53,pop,0.479,0.0436,0,-22.849,1,0.0639,0.944,9.42e-05,0.126,0.133,79.141,1,6.674880219028063
Can't Stop,By the Way (Deluxe Edition),Red Hot Chili Peppers,269000,85,rock,0.618,0.938,9,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455,4,22.73511293634497
Bad Reputation,Bad Reputation (Expanded Edition),Joan Jett & the Blackhearts,169186,68,rock,0.378,0.974,6,-4.055,1,0.194,0.00192,0.0139,0.0588,0.824,203.715,4,44.19164955509925
We're Not Gonna Take It,Stay Hungry,Twisted Sister,219666,71,rock,0.502,0.925,4,-6.298,1,0.0501,0.0129,0,0.162,0.923,149.188,4,40.89801505817933
I'm Just a Kid,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Simple Plan,198333,72,pop,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,4,23.041752224503764
Teenagers,The Black Parade,My Chemical Romance,161920,79,emo,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,4,18.45311430527036
You've Got a Friend in Me,You've Got a Friend in Me,"Rex Orange County,Randy Newman",139521,41,pop,0.788,0.45,3,-7.148,1,0.0278,0.894,2.78e-05,0.3,0.448,113.105,4,6.841889117043121
Young Volcanoes,rock,Fall Out Boy,204506,54,emo,0.599,0.853,11,-3.878,0,0.0365,0.00123,0.000504,0.37,0.676,94.998,4,11.97535934291581
Baby Shark,Pinkfong Animal Songs,Pinkfong,80927,77,children's music,0.829,0.886,8,-1.746,1,0.112,0.259,0,0.0559,0.777,115.056,4,7.685147159479809
Take on Me,Hunting High and Low,a-ha,225280,86,pop,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,39.83846680355921
My Best Friend,Make Believe,Weezer,167866,35,rock,0.462,0.924,3,-2.459,1,0.0378,0.00115,1.47e-06,0.0784,0.765,133.316,4,19.89869952087611
Crazy = Genius,Death of a Bachelor,Panic! At The Disco,198040,61,emo,0.455,0.91,2,-4.464,1,0.166,0.000247,0,0.107,0.447,114.109,4,9.215605749486652
She's so Mean,North (Deluxe Edition),Matchbox Twenty,232320,59,post-grunge,0.672,0.875,0,-3.728,1,0.0378,0.0136,0,0.279,0.676,118.014,4,12.588637919233403
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,182160,86,pop,0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4,5.880903490759754
This Love,Songs About Jane: 10th Anniversary Edition,Maroon 5,206200,83,pop,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,4,23.252566735112936
Apologize,Shock Value,"Timbaland,OneRepublic",184400,75,pop,0.653,0.603,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016,4,18.00410678
How Do You Sleep?,How Do You Sleep?,Sam Smith,202204,67,pop,0.561,0.682,1,-4.931,0,0.0856,0.153,0,0.0763,0.359,165.944,4,5.708418891170431
Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),"Ed Sheeran,Khalid",197866,70,pop,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,4,5.765913757700205
