Track Name,Album Name,Artist Name(s),Duration (ms),pop,Genres,dance,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
It Won't Be Long Now,In the Heights (Original Broadway Cast Recording),"Karen Olivo,Lin-Manuel Miranda,Robin de Jesus",275413,42,musicals,0.588,0.389,2,-9.372,1,0.118,0.609,0,0.149,0.46,129.436,4,16.83230663928816
Right Hand Man,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Leslie Odom Jr.,Original Broadway Cast of Hamilton",321696,67,musicals,0.68,0.413,8,-9.41,1,0.492,0.177,0,0.205,0.383,158.576,4,9.522245037645447
Finale,In The Heights (Original Motion Picture Soundtrack),"Doreen Montalvo,Stephanie Beatriz,Daphne Rubin-Vega,Dascha Polanco,Jimmy Smits,Lin-Manuel Miranda,Leslie Grace,Melissa Barrera,Anthony Ramos",329378,41,musicals,0.471,0.458,7,-9.347,1,0.108,0.0863,0,0.396,0.419,87.418,4,3.813826146475017
Is It Just Me? (feat. Charlie Puth),Is It Just Me? (feat. Charlie Puth),"Sasha Alex Sloan,Charlie Puth",154274,57,pop,0.682,0.363,2,-10.837,1,0.0261,0.699,3e-05,0.363,0.203,94.978,4,4.369609856262834
Money Mouf,Money Mouf,"Tyga,Saweetie,YG",211703,46,hyphy,0.968,0.793,10,-4.645,0,0.256,0.00136,0,0.0814,0.793,105.012,4,4.539356605065024
Goodie Bag,Goodie Bag,Still Woozy,146390,71,pop,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,4,7.408624229979466
Under The Mistletoe,Under The Mistletoe,"Kelly Clarkson,Brett Eldredge,Atlantic Holiday",225687,41,christmas,0.437,0.802,2,-5.063,1,0.111,0.0168,0,0.086,0.704,178.137,4,4.429842574
The First Noel,The First Noel,Gabby Barrett,261304,37,country,0.458,0.351,10,-6.049,1,0.0244,0.696,0,0.143,0.102,79.993,3,4.443531828
Holidays,Holidays,"Josie Dunne,Atlantic Holiday",185590,18,christmas,0.629,0.492,5,-5.096,0,0.0495,0.179,0,0.321,0.328,94.026,4,4.424366872005476
Hallelujah,christmas,Pentatonix,268960,64,christmas,0.322,0.377,7,-7.385,0,0.0356,0.454,0,0.338,0.366,118.669,4,8.449007529089664
Nobody,Nobody,"Martin Jensen,James Arthur",211040,54,pop,0.673,0.687,6,-5.295,0,0.0623,0.269,0,0.181,0.524,96.964,4,6.091718001368926
Levitating (feat. DaBaby),Future Nostalgia,"Dua Lipa,DaBaby",203064,80,pop,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4,5.018480492813142
Honeypie,For Abby,JAWNY,135581,76,pop,0.74,0.688,5,-4.361,0,0.0916,0.061,0,0.138,0.935,115.035,4,4.432580424366872
if we never met (feat. Kelsea Ballerini),love + everything else,"John K,Kelsea Ballerini",144243,50,country,0.955,0.369,8,-7.614,1,0.0502,0.223,0,0.14,0.343,107.98,4,4.388774811772758
I Love You 3000 II,Head In The Clouds II,"88rising,Stephanie Poetri,Jackson Wang",209642,58,pop,0.435,0.34,6,-9.109,1,0.0656,0.852,0,0.412,0.356,179.735,4,5.478439425051334
Acid Dreams,Acid Dreams,"MAX,Felly",183930,45,rap,0.817,0.509,0,-4.17,1,0.0839,0.146,2.53e-05,0.111,0.77,99.988,4,5.708418891170431
Hard On Yourself,Hard On Yourself,"Charlie Puth,blackbear",160825,54,pop,0.824,0.783,1,-4.53,0,0.0507,0.22,0,0.234,0.788,114.028,4,4.635181382614648
blind,our little angel - EP,ROLE MODEL,153293,63,pop,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,4,4.4490075290896645
Girlfriend,Girlfriend,Charlie Puth,177438,52,pop,0.758,0.583,1,-6.361,1,0.0421,0.18,5.12e-05,0.107,0.797,97.537,4,4.777549623545517
Thank You,Thank You,JUNNY,180047,48,rap,0.865,0.516,2,-7.226,1,0.106,0.0253,0,0.0803,0.191,127.932,4,6.286105407255304
Working For The Weekend (feat. bbno$),Colour Vision,"MAX,bbno$",165986,50,rap,0.858,0.568,11,-5.623,0,0.217,0.223,0,0.122,0.757,101.02,4,4.539356605065024
Checklist (feat. Chromeo),Checklist (feat. Chromeo),"MAX,Chromeo",135180,54,dance,0.791,0.792,7,-4.023,0,0.0349,0.0709,0,0.196,0.873,123.059,4,5.420944558521561
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],"SHAUN,Conor Maynard,Sam Feldt",192452,68,pop,0.737,0.747,10,-4.818,1,0.0323,0.269,0,0.219,0.447,105.943,4,6.283367556468172
Any song,Any song,ZICO,227226,62,rap,0.874,0.787,10,-2.416,0,0.129,0.118,0,0.11,0.896,108.007,4,5.221081451060917
Up to You (feat. NCT DREAM),Up to You (feat. NCT DREAM),"PRETTYMUCH,NCT DREAM",160578,49,pop,0.719,0.803,5,-4.714,0,0.135,0.0364,0,0.147,0.719,115.925,4,5.366187542778919
Way Back Home,Take,SHAUN,214136,67,pop,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913,4,6.767967145790554
Forget Me,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,203666,72,pop,0.451,0.754,1,-3.749,0,0.0864,0.327,0,0.332,0.674,203.894,4,1.8754277891854894
Speechless (feat. Tori Kelly),Speechless (feat. Tori Kelly),"Dan + Shay,Tori Kelly",208960,50,country,0.562,0.383,6,-6.063,1,0.0337,0.664,0,0.259,0.497,135.15,4,5.823408624229979
"December, 1963 (Oh What a Night!)",Who Loves You,Frankie Valli & The Four Seasons,197146,76,soul,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,4,50.25325119780972
L-O-V-E,L-O-V-E,Nat King Cole,155306,74,jazz,0.425,0.373,4,-7.543,1,0.0801,0.686,0,0.077,0.663,78.231,4,60.224503764544835
My Girl,The Temptations Sing Smokey,The Temptations,165000,80,soul,0.574,0.418,0,-10.739,1,0.0345,0.636,0,0.0961,0.692,104.57,4,60.03285420944559
Steady,Healthy Snacks,PEABOD,233346,37,hip hop,0.747,0.637,9,-6.266,1,0.0505,0.123,0,0.106,0.79,125.078,4,6.781656399726215
Lover Boy,Lover Boy,Phum Viphurit,236727,58,pop,0.798,0.556,11,-8.597,1,0.0303,0.527,0.000353,0.0959,0.627,109.994,4,7.0335386721423685
Sherry,Sherry and 11 Other Hits,Frankie Valli & The Four Seasons,152160,62,soul,0.701,0.471,0,-8.072,1,0.0421,0.647,0,0.125,0.69,117.564,4,62.50513347022587
I’m Ready (with Demi Lovato),I’m Ready (with Demi Lovato),"Sam Smith,Demi Lovato",200838,54,pop,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,4,4.963723477070499
Dancing in the Street,Guess I'm Grown Now,Stephen Day,199026,48,pop,0.644,0.678,11,-8.109,1,0.0904,0.258,1.14e-05,0.0923,0.496,119.751,4,5.478439425051334
Oasis,Oasis,kalley,172500,40,"worship,christian",0.45,0.699,0,-6.565,1,0.0952,0.708,8.08e-05,0.102,0.466,110.807,5,5.45927447
Cheers to My Teenage Years,Cheers to My Teenage Years,Chase Cimala,259076,24,christmas,0.728,0.394,6,-9.797,1,0.126,0.0902,0,0.154,0.262,91.992,4,4.982888432580425
Ophelia,Cleopatra,The Lumineers,160097,81,folk,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,4,8.985626283367557
Sunflower,Sunflower,Pauline Zoe Park,192307,40,r&b,0.587,0.51,1,-7.698,1,0.1,0.729,0,0.0796,0.713,77.93,4,4.577686516084873
Cool,Future Nostalgia,Dua Lipa,209583,59,pop,0.469,0.785,5,-4.015,0,0.0664,0.133,1.55e-06,0.0931,0.79,89.719,4,5.018480492813142
Can't Sleep Love,Pentatonix (Deluxe Version),Pentatonix,173053,54,christmas,0.73,0.433,2,-7.05,1,0.0455,0.0849,0,0.169,0.572,94.596,4,9.464750171115675
"Genius (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD","Sia,Diplo,Labrinth,LSD",213706,74,moombahton,0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657,4,5.976728268309377
Killer Queen - Remastered 2011,Sheer Heart Attack (Deluxe Remastered Version),Queen,179600,67,rock,0.535,0.65,10,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,4,50.40109514031485
I Hope I Don't Fuck This Up,Yikes,Dollar Signs,167205,36,folk,0.194,0.623,3,-6.293,1,0.0317,0.00993,6.26e-05,0.111,0.22,172.536,4,9.702943189596168
Heavy,Shawn,Shawn Mendes,153985,57,pop,0.376,0.522,3,-7.375,1,0.0354,0.316,0,0.496,0.177,135.674,4,0.3805612594113621
A Guy That I'd Kinda Be Into,Be More Chill (Original Cast Recording),"Stephanie Hsu,'Be More Chill' Ensemble,Be More Chill",164400,48,musicals,0.497,0.474,3,-7.279,1,0.044,0.764,0.000223,0.453,0.493,133.934,4,9.426420260095824
Bad Liar,Bad Liar,Selena Gomez,214647,65,pop,0.965,0.414,1,-6.408,1,0.0712,0.189,0,0.0767,0.729,121.032,4,7.876796714579055
Criminal,Femme Fatale (Deluxe Version),Britney Spears,225080,73,pop,0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,4,14.017796030116358
My Favorite Part,The Divine Feminine,"Mac Miller,Ariana Grande",216000,72,pop,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,4,8.544832306639288
Anything You Can Do,Annie Get Your Gun: The New Broadway Cast Recording,"Bernadette Peters,Tom Wopat",197973,46,musicals,0.561,0.559,10,-6.026,1,0.174,0.766,0,0.342,0.504,81.535,4,26.253251197809718
Bad Boy,Everytime We Touch (Premium Edition),Cascada,191843,60,pop,0.666,0.978,11,-5.118,0,0.0925,0.0149,0.0444,0.222,0.63,139.991,4,15.137577002053389
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),"Meghan Trainor,John Legend",225053,79,pop,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,3,10.231348391512663
Hikaru Nara (From Your Lie In April),Hikaru Nara (From Your Lie In April),"re:TYE,Saki,Spiral,TMM,Angela,Jefferz,Rachellular,Sorachu,Mero",248898,29,anime,0.489,0.921,6,-1.607,0,0.0417,0.0655,1.52e-06,0.338,0.646,160.04,4,4.9253935660506505
"Hello,world!",Butterflies,BUMP OF CHICKEN,248453,56,anime,0.597,0.913,8,-5.448,1,0.0321,0.00409,2.53e-05,0.405,0.713,105.541,4,9.144421629021219
All Around The World,Believe (Deluxe Edition),"Justin Bieber,Ludacris",244546,56,hip hop,0.689,0.816,3,-3.951,0,0.178,0.0188,2.42e-06,0.181,0.776,127.972,4,12.799452429842573
I Don't Care (with Justin Bieber),No.6 Collaborations Project,"Ed Sheeran,Justin Bieber",219946,77,pop,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,4,5.727583846680356
rap,Grateful,rap,288600,71,rap,0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,4,7.780971937029432
fever dream,dawn,mxmtoon,196480,51,pop,0.566,0.695,4,-5.961,1,0.0282,0.125,3.56e-05,0.0888,0.191,101.912,4,4.947296372347707
Take a Shot and Make a TikTok,Take a Shot and Make a TikTok,"NATEGAWD,Flo Rida,Lil Jon",124800,30,crunk,0.887,0.616,2,-3.88,1,0.265,0.118,0,0.0995,0.298,99.94,4,4.635181382614648
Mystery of Love,Mystery of Love,Sufjan Stevens,248960,70,pop,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,5,7.337440109514032
Comedy,INSIDE,Bo Burnham,319713,53,comedy,0.47,0.565,5,-8.43,1,0.173,0.465,0,0.225,0.351,180.061,4,3.813826146475017
FaceTime with my Mom (Tonight),INSIDE,Bo Burnham,140962,49,comedy,0.822,0.371,6,-11.496,1,0.0461,0.668,0,0.202,0.671,125.041,4,3.813826146475017
Straightenin,Culture III,Migos,255023,55,rap,0.848,0.625,9,-5.776,1,0.11,0.0319,0,0.101,0.106,135.957,4,3.811088295687885
All Time Low,INSIDE,Bo Burnham,54542,47,comedy,0.649,0.37,7,-11.722,0,0.664,0.402,0,0.243,0.487,134.606,4,3.813826146475017
White Woman’s Instagram,INSIDE,Bo Burnham,240926,52,comedy,0.652,0.768,5,-8.632,1,0.0886,0.227,7.37e-06,0.159,0.588,150.052,4,3.813826146475017
Welcome to The Internet,INSIDE,Bo Burnham,275999,67,comedy,0.665,0.527,2,-8.588,0,0.429,0.663,0,0.306,0.219,94.711,3,3.813826146475017
Bezos I,INSIDE,Bo Burnham,58149,63,comedy,0.694,0.948,2,-5.307,1,0.0361,0.00936,1.62e-05,0.139,0.705,115.044,4,3.813826146475017
All Eyes On Me,INSIDE,Bo Burnham,302950,59,comedy,0.352,0.424,6,-10.131,1,0.0394,0.733,2.3e-05,0.0664,0.141,127.047,4,3.813826146475017
Any Day Now,INSIDE,Bo Burnham,57962,46,comedy,0.731,0.164,10,-14.19,1,0.0498,0.896,0,0.115,0.378,89.752,4,3.813826146475017
How the World Works,INSIDE,Bo Burnham,255923,53,comedy,0.831,0.431,2,-9.653,1,0.521,0.74,0,0.173,0.495,129.672,4,3.813826146475017
30,INSIDE,Bo Burnham,154726,51,comedy,0.812,0.679,7,-6.579,0,0.0426,0.196,0,0.0731,0.218,114.949,4,3.813826146475017
Problematic,INSIDE,Bo Burnham,193286,52,comedy,0.723,0.868,7,-6.015,0,0.0409,0.0294,0,0.12,0.925,147.95,4,3.813826146475017
Content,INSIDE,Bo Burnham,96415,54,comedy,0.774,0.848,9,-6.106,1,0.0347,0.00231,3.32e-06,0.0953,0.716,115.01,4,3.813826146475017
Bezos II,INSIDE,Bo Burnham,45836,47,comedy,0.788,0.463,3,-5.471,1,0.0563,0.139,0,0.0561,0.892,99.995,4,3.813826146475017
That Funny Feeling,INSIDE,Bo Burnham,301110,58,comedy,0.545,0.277,4,-11.7,1,0.0392,0.764,0,0.372,0.389,75.763,4,3.813826146475017
Witchcraft,Snoqualmie Welcomes You,McCafferty,133871,37,emo,0.525,0.469,2,-8.868,1,0.0522,0.662,0,0.109,0.576,122.098,5,2.4421629021218343
Thank You For Your Service,The Honeybees Need Swimming Lessons,Joshua Bond,202303,4,folk,0.461,0.184,9,-20.215,0,0.0424,0.741,0.000645,0.372,0.128,111.588,4,4.687200547570157
Love Is…,Bo Burnham,Bo Burnham,238586,37,comedy,0.458,0.813,7,-5.018,1,0.37,0.768,0,0.798,0.644,93.824,4,15.561943874058864
Look Who’s Inside Again,INSIDE,Bo Burnham,83421,64,comedy,0.643,0.331,2,-9.235,1,0.0387,0.761,0,0.373,0.648,160.006,3,3.813826146475017
Unpaid Intern,INSIDE,Bo Burnham,34050,50,comedy,0.68,0.715,7,-6.557,0,0.0916,0.427,0,0.184,0.615,170.39,4,3.813826146475017
Sexting,INSIDE,Bo Burnham,201712,48,comedy,0.756,0.612,7,-6.104,1,0.0382,0.278,0,0.152,0.528,119.949,4,3.813826146475017
Whose Eye Is It Anyway???,To Mend the Sun,Jhariah,163466,45,dark cabaret,0.306,0.811,10,-6.173,0,0.0744,0.00131,0,0.0983,0.198,113.635,4,5.018480492813142
Earthmover,Deathconsciousness,Have A Nice Life,688000,52,"shoegaze,slowcore",0.347,0.557,0,-7.939,1,0.0611,0.037,0.98,0.143,0.0445,120.024,4,17.253935660506503
Precious Metal Girl,Van Weezer,Weezer,170613,30,rock,0.767,0.361,8,-7.67,1,0.0281,0.85,1.06e-05,0.102,0.66,106.909,4,3.9069130732375084
Lone Star,Talon Of The Hawk,The Front Bottoms,230050,60,emo,0.395,0.921,4,-6.041,1,0.0622,0.0647,3.47e-05,0.307,0.811,148.513,4,11.868583162217659
Don't Wanna Know,INSIDE,Bo Burnham,63425,51,comedy,0.704,0.383,0,-6.917,1,0.0381,0.179,0,0.373,0.491,89.956,4,3.813826146475017
My Alcoholic Friends,"Yes, Virginia",The Dresden Dolls,167680,72,dark cabaret,0.596,0.679,4,-3.881,0,0.0324,0.18,0,0.0938,0.746,110.464,4,19.014373716632445
Melt,Blasé Boys Club (Pt. 1),Duke Dumont,277093,53,house,0.711,0.513,0,-7.788,1,0.0395,0.0132,0.00223,0.0606,0.263,127.977,4,9.503080082135524
Freaks,Freaks,Timmy Trumpet,274327,34,"melbourne bounce,big room",0.905,0.92,9,-3.314,1,0.0817,0.00157,0.916,0.0647,0.728,128.027,4,10.981519507186858
For Once In My Life,For Once In My Life,Stevie Wonder,169800,73,soul,0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121,4,56.336755646817245
Prayer X,Sympa,King Gnu,195226,56,anime,0.528,0.752,11,-6.006,1,0.28,0.419,0,0.181,0.542,174.112,4,6.2121834360027375
君のせい,Hell like Heaven,the peggies,263066,55,anime,0.39,0.986,4,-1.51,1,0.0812,0.00079,0.00704,0.304,0.557,173.998,4,6.154688569472964
あの夢をなぞって,THE BOOK,YOASOBI,240746,66,anime,0.534,0.794,8,-3.738,1,0.0402,0.334,0.00093,0.159,0.711,179.976,4,4.238193018480493
If Today Was Your Last Day,Dark Horse,Nickelback,249066,70,rock,0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0,0.092,0.568,89.956,4,16.383299110198493
I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,185586,57,emo,0.566,0.815,9,-4.481,0,0.14,0.0737,0,0.12,0.672,169.961,4,19.515400410677618
Walk This Way (feat. Aerosmith),Raising Hell,"Run–D.M.C.,Aerosmith",310386,65,hip hop,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,4,38.88569472963724
...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,211066,83,pop,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4,26.223134839151268
ワンルームシュガーライフ,フライングベスト〜知らないの？巷で噂のダメ天使〜,NANAOAKARI,168000,48,anime,0.478,0.941,2,-4.305,1,0.141,0.001,0.136,0.303,0.748,180.078,4,6.502395619
ケセラセラ,ANTENNA,Mrs. GREEN APPLE,272226,76,anime,0.756,0.578,6,-4.575,0,0.0327,0.0306,0,0.0534,0.677,115.004,4,1.7494866529774127
IGNITE,D'AZUR,Eir Aoi,244173,57,anime,0.414,0.972,9,-2.41,0,0.258,0.00721,0,0.3,0.395,170.957,4,9.776865160848734
Touch You,アニメ『ヤリチン☆ビッチ部』主題歌「Touch You」,"遠野高志,加島優,矢口恭介,ジミー,百合絢斗,田村唯,明美圭一,糸目幸士郎,鹿谷樹",206180,62,anime,0.603,0.964,8,-2.886,0,0.0487,0.00655,3.04e-06,0.143,0.796,135.028,4,6.633812457221081
DADDY ! DADDY ! DO !,rock,"Masayuki Suzuki,鈴木愛理",254640,62,anime,0.684,0.815,8,-3.826,0,0.0496,0.322,0,0.12,0.819,138.104,4,4.9664613278576315
Shinzo wo Sasageyo !,Shingeki no Kiseki,Linked Horizon,341413,67,anime,0.44,0.983,0,-4.36,1,0.0868,0.22,0,0.26,0.203,159.968,4,7.879534565366187
departure!,“HUNTER×HUNTER”Single,Masatoshi Ono,257519,60,anime,0.356,0.925,10,-4.739,0,0.0528,0.00699,0,0.0719,0.484,159.959,4,12.61327857631759
だから、ひとりじゃない,juice,Little Glee Monster,231400,43,anime,0.508,0.904,8,-3.655,1,0.105,0.0631,0,0.0852,0.554,89.762,4,7.208761122518823
春愁,"Love me, Love you",Mrs. GREEN APPLE,183800,68,anime,0.724,0.444,10,-4.903,1,0.0412,0.0121,0,0.123,0.739,129.962,4,7.132101300479124
We Are,Ambitions,rock,255400,59,rock,0.41,0.834,5,-5.375,1,0.054,0.0651,0,0.115,0.333,147.982,4,8.219028062970569
紅蓮華,LEO-NiNE,LiSA,237586,73,anime,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,4,4.468172484599589
愛錠,LEO-NiNE,LiSA,245600,36,anime,0.497,0.83,9,-3.917,0,0.0275,0.197,0,0.0729,0.655,164.032,4,4.468172484599589
Voice of Wind (Movie Edit),Weathering With You,RADWIMPS,157080,38,anime,0.519,0.924,7,-2.392,1,0.0542,0.0288,0,0.223,0.883,119.969,4,5.708418891170431
Autumn festival,Your Name.,RADWIMPS,67986,42,anime,0.637,0.205,7,-15.144,1,0.0411,0.99,0.967,0.147,0.345,110.386,3,8.607802874743326
School road,Your Name.,RADWIMPS,68200,45,anime,0.532,0.342,0,-8.153,1,0.0923,0.515,0.228,0.127,0.239,199.743,4,8.607802874743326
Unseen two,Your Name.,RADWIMPS,53360,35,anime,0.389,0.0884,5,-19.165,1,0.101,0.925,0.456,0.134,0.0392,162.308,3,8.607802874743326
emo,Your Name.,RADWIMPS,103026,42,anime,0.414,0.485,6,-15.069,0,0.0492,0.964,0.879,0.0897,0.397,195.043,3,8.607802874743326
Sparkle - movie ver.,Your Name.,RADWIMPS,537653,66,anime,0.372,0.426,11,-8.421,1,0.0339,0.687,0.00784,0.109,0.287,123.993,4,8.607802874743326
Zenzenzense - movie ver.,Your Name.,RADWIMPS,285880,64,anime,0.321,0.906,11,-3.967,1,0.141,0.000439,0,0.0862,0.641,189.776,4,8.607802874743326
Library,Your Name.,RADWIMPS,103720,41,anime,0.228,0.153,7,-16.457,0,0.0347,0.674,0.932,0.0622,0.0388,55.699,4,8.607802874743326
First view of tokyo,Your Name.,RADWIMPS,79800,45,anime,0.238,0.389,2,-9.536,1,0.04,0.877,0.888,0.154,0.0736,78.548,4,8.607802874743326
Katawaredoki,Your Name.,RADWIMPS,170026,55,anime,0.548,0.0956,5,-14.196,1,0.0468,0.964,0.905,0.0933,0.22,129.933,4,8.607802874743326
Baby I'm A Fool,My One And Only Thrill,Melody Gardot,210693,53,jazz,0.506,0.24,10,-13.131,0,0.0412,0.933,0.0242,0.17,0.278,112.819,4,16.251882272416154
冬のはなし,gift,Given,208906,63,anime,0.447,0.973,5,-1.447,1,0.0728,0.000851,0,0.307,0.383,134.914,4,4.602327173169062
Someone Like You,21,Adele,285240,82,pop,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,4,14.190280629705681
那些年,燃點,Hu Xia,369866,57,pop,0.544,0.528,5,-8.131,1,0.0271,0.299,0,0.107,0.215,79.044,4,13.10609171800137
Free Fallin',Full Moon Fever,Tom Petty,256000,77,rock,0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.573,84.383,4,36.251882272416154
The Final Countdown,The Final Countdown (Expanded Edition),Europe,310333,76,glam metal,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,4,39.252566735112936
I Want You to Want Me,In Color,Cheap Trick,191226,65,pop,0.806,0.462,2,-12.778,1,0.0298,0.774,0.0122,0.15,0.738,92.726,4,47.58658453114305
Leave Your Life,=,Ed Sheeran,223866,51,pop,0.578,0.558,2,-5.438,1,0.0872,0.236,0,0.143,0.54,75.087,4,3.4387405886379194
Shivers,=,Ed Sheeran,207853,84,pop,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,4,3.4387405886379194
Overpass Graffiti,=,Ed Sheeran,236906,66,pop,0.52,0.849,9,-3.794,0,0.186,0.00253,0,0.119,0.774,175.908,4,3.4387405886379194
Stop The Rain,=,Ed Sheeran,203493,52,pop,0.686,0.765,8,-4.778,1,0.118,0.0122,0,0.127,0.743,99.998,4,3.4387405886379194
Boat,#NAME?,Ed Sheeran,185675,58,pop,0.715,0.194,4,-8.615,1,0.0329,0.726,1.14e-06,0.36,0.367,102.855,4,1.9137577002053388
君じゃなきゃダメみたい,カバーアルバム「仮歌」,Masayoshi Oishi,231493,51,anime,0.663,0.882,7,-3.382,1,0.0616,0.0187,0,0.131,0.894,130.991,4,7.687885010266941
again,HOLIDAYS IN THE SUN,YUI,254346,66,anime,0.595,0.83,4,-3.836,0,0.0379,0.046,0,0.361,0.494,139.922,4,14.72142368240931
THE DAY,Butterfly Effect,PornoGraffitti,241626,62,anime,0.512,0.933,1,-4.759,0,0.0738,0.000761,0,0.342,0.465,92.998,4,7.438740588637919
URAOMOTE FORTUNE,HIGECORE!,佐倉千代(CV:小澤亜李),222599,15,anime,0.566,0.933,3,-3.56,1,0.0399,0.0075,3.06e-05,0.382,0.697,131.997,4,12.251882272416154
emo,Your Name.,RADWIMPS,344053,63,anime,0.496,0.462,6,-6.189,1,0.0307,0.245,0,0.282,0.514,167.936,4,8.607802874743326
空に歌えば,地方都市のメメント・モリ,amazarashi,217626,60,anime,0.593,0.951,6,-1.335,0,0.0697,0.0142,1.13e-06,0.0961,0.64,102.04,4,7.304585900068446
Touch off,UNSER,UVERworld,258706,58,anime,0.411,0.894,4,-3.815,0,0.0465,2.36e-05,0.000447,0.447,0.195,99.607,4,5.330595482546201
Love In Slow Motion,=,Ed Sheeran,190933,53,pop,0.485,0.54,1,-5.4,1,0.0253,0.668,0,0.0849,0.426,62.631,4,3.4387405886379194
Collide,=,Ed Sheeran,210213,56,pop,0.672,0.73,5,-4.77,1,0.0372,0.113,0,0.0612,0.559,123.969,4,3.4387405886379194
I See Fire,x (10th Anniversary Edition),Ed Sheeran,299146,69,pop,0.591,0.176,10,-11.692,0,0.0396,0.638,4.81e-06,0.252,0.296,152.122,4,0.783025325
Be Right Now,=,Ed Sheeran,211080,49,pop,0.501,0.684,11,-6.706,1,0.0566,0.00494,0.000478,0.0524,0.442,131.952,4,3.4387405886379194
2step,=,Ed Sheeran,153626,63,pop,0.763,0.661,4,-5.592,0,0.056,0.169,0,0.117,0.632,95.002,4,3.4387405886379194
The Joker And The Queen (feat. Taylor Swift),The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran,Taylor Swift",185422,64,pop,0.528,0.309,0,-7.398,1,0.0329,0.924,2.1e-06,0.282,0.307,133.83,4,3.140314853
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,356066,86,rock,0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,4,37.70294318959617
Rain,AUTUMN PLAYLIST 2022,Motohiro Hata,293720,50,anime,0.652,0.685,9,-6.599,1,0.0241,0.282,0,0.151,0.527,91.995,4,2.4421629021218343
Partizan Hope,Oh! スケトラ!!! ユーリ!!! on ICE/オリジナル・スケートソングCOLLECTION,Taro Umebayashi,222480,30,anime,0.449,0.547,1,-10.294,1,0.0264,0.0217,0.958,0.124,0.323,147.936,3,8.281998631074606
Theme of King JJ,Oh! スケトラ!!! ユーリ!!! on ICE/オリジナル・スケートソングCOLLECTION,"Taro Umebayashi,Linus Norda",222066,35,anime,0.501,0.629,11,-6.759,1,0.0292,0.456,0,0.244,0.271,133.115,4,8.281998631074606
Thinking out Loud,x (Deluxe Edition),Ed Sheeran,281560,83,pop,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,4,10.784394250513348
シルエット,TIME,KANA-BOON,240133,72,anime,0.436,0.934,2,-2.685,1,0.0507,1.03e-05,0.14,0.321,0.384,91.481,4,10.198494182067078
GODS,GODS,"League of Legends,NewJeans",220878,72,pop,0.588,0.765,3,-5.914,0,0.0518,0.00685,3.23e-05,0.2,0.492,145.988,4,1.4976043805612593
Burn It (feat. MAX),D-2,"Agust D,MAX",192106,65,pop,0.658,0.776,6,-7.088,0,0.0493,0.012,2.1e-06,0.272,0.336,114.044,4,4.865160848733744
