Track Name,Album Name,Artist Name(s),Duration (ms),Popularity,Genres,dance,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Pretender,Traveler,OFFICIAL HIGE DANDISM,326842,59,anime,0.538,0.869,8,-3.464,1,0.0275,0.047,0,0.14,0.369,91.972,4,5.590691307323751
Social Path,Social Path,"Stray Kids,LiSA",198786,64,anime,0.562,0.91,11,-3.51,0,0.21,0.0554,0,0.242,0.405,172.013,4,1.593429158110883
Savage (feat. Kerser),Gothic Summer,"The Veronicas,Kerser",193098,40,aussie drill,0.601,0.877,10,-6.28,1,0.0952,0.184,0,0.145,0.446,142.122,4,1.0321697467488022
Cross My Heart I Hope U Die (With Chandler Leighton),Cross My Heart I Hope U Die (With Chandler Leighton),"Meg Smith,Chandler Leighton",169521,43,bass,0.813,0.58,11,-6.292,0,0.0685,0.0172,8.66e-05,0.16,0.414,114.974,4,1.4921286789869952
ASPHALT RODEO (with piri),ASPHALT RODEO (with piri),"ELIO,piri",176860,28,bass,0.722,0.799,9,-5.897,0,0.0521,0.0108,0.0333,0.106,0.397,102.022,4,0.47638603696098564
FREAK SHOW,FREAK SHOW,Chandler Leighton,154200,45,bass,0.537,0.8,3,-5.12,1,0.0952,0.000762,0.000106,0.346,0.277,158.929,3,0.7638603696098563
MUFFIN,MUFFIN,"BadBoyHalo,CG5,Hyper Potions,Skeppy,CaptainPuffy",224040,49,bass,0.64,0.857,6,-4.687,1,0.161,0.154,0,0.151,0.713,181.979,4,3.4469541409993156
touchin’ me,touchin’ me,Chandler Leighton,149617,65,bass,0.643,0.476,0,-9.986,0,0.0489,0.233,8.81e-06,0.233,0.176,136.247,4,0.6872005475701575
Crashing (feat. Bahari),ASCEND,"ILLENIUM,Bahari",230000,54,bass,0.582,0.681,5,-6.138,1,0.0458,0.342,0,0.186,0.273,95.995,4,5.631759069130732
pretty girl I’ll make you famous,pretty girl I’ll make you famous,Chandler Leighton,165077,54,bass,0.662,0.572,4,-7.523,1,0.0718,0.0971,0.00025,0.169,0.171,119.919,4,0.45722108145106094
Weapon of Choice,The Greatest Hits: Why Try Harder,Fatboy Slim,219813,54,big beat,0.626,0.947,8,-4.608,0,0.057,0.136,0.78,0.209,0.959,195.972,4,19.252566735112936
Wake Me Up Before You Go-Go,Make It Big,Wham!,231333,79,christmas,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,4,40.44353183
Since U Been Gone,Breakaway,Kelly Clarkson,188960,76,christmas,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131,4,21.21013004791239
(They Long To Be) Close To You,Close To You,Carpenters,276000,64,christmas,0.532,0.244,8,-14.652,1,0.0327,0.707,4.56e-05,0.122,0.238,89.327,4,55.252566735112936
My Life Would Suck Without You,All I Ever Wanted,Kelly Clarkson,211493,67,christmas,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,4,16.076659822039698
I Want You Back,Diana Ross Presents The Jackson 5,The Jackson 5,176333,76,christmas,0.469,0.538,8,-13.559,1,0.0575,0.305,0.000114,0.37,0.885,196.606,4,55.290896646132786
"Snooze (feat. Ryuichi Sakamoto, WOOSUNG of The Rose)",D-DAY,"Agust D,Ryuichi Sakamoto,WOOSUNG",264760,66,classical,0.761,0.777,5,-4.68,0,0.0941,0.21,0,0.0771,0.377,89.959,4,1.9520876112251881
Dancing On My Own,Bridgerton Season Two (Covers from the Netflix Series),Vitamin String Quartet,279840,59,classical,0.568,0.272,6,-12.719,1,0.0321,0.991,0.891,0.0916,0.29,116.978,4,3.025325119780972
"Till Eulenspiegels lustige Streiche (Till Eulenspiegel's Merry Pranks), Op. 28, TrV 171","Strauss, R.: Till Eulenspiegel / Don Juan / Tod Und Verklarung / Intermezzo: Traumerei Am Kamin","Richard Strauss,Strasbourg Philharmonic Orchestra,Marc Albrecht",904146,35,classical,0.235,0.0871,5,-20.348,1,0.0448,0.954,0.865,0.187,0.0729,99.119,4,16.58590006844627
If I Ain't Got You,Queen Charlotte: A Bridgerton Story (Covers from the Netflix Series),Vitamin String Quartet,214000,55,classical,0.291,0.441,7,-5.349,1,0.032,0.72,0.00851,0.35,0.235,121.743,3,1.9164955509924708
I Will Always Love You,Queen Charlotte: A Bridgerton Story (Covers from the Netflix Series),Vitamin String Quartet,285946,53,classical,0.214,0.31,5,-6.86,1,0.035,0.898,0.0226,0.188,0.358,82.939,4,1.9164955509924708
Girls Like You,Bridgerton (Covers from the Netflix Original Series),Vitamin String Quartet,203440,55,classical,0.421,0.201,0,-12.444,1,0.0445,0.884,0.139,0.107,0.475,93.721,3,4.271047227926078
6.6 Gigue,Bach: The Cello Suites - Recomposed by Peter Gregson,"Peter Gregson,Richard Harwood,Reinoud Ford,Tim Lowe,Ben Chappell,Katherine Jenkinson",168676,51,classical,0.374,0.351,2,-10.522,1,0.044,0.832,0.71,0.103,0.0852,82.56,4,6.455852156057495
Violin Concerto No. 10 in G Major: Largo,"Saint-Georges: Violin Concertos No. 1, Op. 3 and Nos. 2 and 10","Joseph Boulogne Chevalier de Saint-Georges,Zhou Qian,Toronto Chamber Orchestra,Kevin Mallon",397640,48,classical,0.212,0.0517,2,-24.467,1,0.0525,0.928,0.639,0.112,0.152,185.678,3,20.670773442847366
"Violin Concerto in A Major, Op. 7 No. 1: II. Adagio","Saint-Georges: Violin Concerto, Op. 7 No. 1: II. Adagio","Joseph Boulogne Chevalier de Saint-Georges,Fumika Mohri,Czech Philharmonic Chamber Orchestra,Michael Halasz",318693,42,classical,0.135,0.0435,11,-25.49,1,0.0468,0.602,0.283,0.104,0.104,79.475,4,1.9329226557152634
Experience,In A Time Lapse,"Ludovico Einaudi,Daniel Hope,I Virtuosi Italiani",315426,77,classical,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4,12.251882272416154
Clair de lune,Träumerei - Liebestraum - Für Elise - Clair de lune - Gymnopédie - Sony Classical Masters,"Claude Debussy,Alexis Weissenberg",347426,61,classical,0.365,0.01,1,-25.268,1,0.0519,0.995,0.924,0.0584,0.0364,135.048,3,14.485968514715948
"Nocturne en Mi Bémol Majeur, Op. 9 No. 2","Chopin: Nocturnes, Vol. 1","Frédéric Chopin,Luis Fernando Pérez",268426,61,classical,0.427,0.0451,3,-24.698,1,0.041,0.99,0.913,0.112,0.0707,119.78,3,14.877481177275838
"Fantasie-impromptu in C-Sharp Minor, Op. 66 No. 4",Chopin: 8 Polonaises - 4 Impromptus,"Frédéric Chopin,Arthur Rubinstein",306173,48,classical,0.14,0.0797,1,-26.97,1,0.0338,0.991,0.886,0.083,0.0465,82.371,4,60.251882272416154
Lend Me Your Voice (feat. Tina Guo),Lend Me Your Voice (feat. Tina Guo),"Vitamin String Quartet,Tina Guo",251613,45,classical,0.163,0.261,4,-12.789,0,0.0382,0.983,0.926,0.146,0.278,78.329,4,0.45722108145106094
Cheap Thrills,"VSQ Performs the Hits of 2016, Vol. 2",Vitamin String Quartet,207640,59,classical,0.384,0.186,2,-10.739,0,0.0379,0.136,0.228,0.101,0.545,179.798,4,8.602327173169062
Dynamite,"VSQ Performs the Hits of 2020, Vol. 2",Vitamin String Quartet,198186,55,classical,0.785,0.256,4,-11.505,1,0.0502,0.845,0.695,0.075,0.888,113.97,4,4.328542094455853
Jizz In My Pants,Incredibad,The Lonely Island,151346,53,comedy,0.641,0.87,7,-7.175,1,0.213,0.000468,1.4e-05,0.618,0.199,122.016,4,16.251882272416154
Finest Girl (Bin Laden Song),Popstar: Never Stop Never Stopping,The Lonely Island,150586,55,comedy,0.711,0.765,5,-4.85,1,0.263,0.297,0,0.282,0.47,98.627,4,8.832306639
Motherlover,Turtleneck & Chain (Explicit Version),"The Lonely Island,Justin Timberlake",169506,55,comedy,0.762,0.708,2,-6.297,1,0.0573,0.0191,0.000374,0.145,0.639,131.22,4,14.25325119780972
Content,INSIDE,Bo Burnham,96415,54,comedy,0.774,0.848,9,-6.106,1,0.0347,0.00231,3.32e-06,0.0953,0.716,115.01,4,3.813826146475017
Comedy,INSIDE,Bo Burnham,319713,53,comedy,0.47,0.565,5,-8.43,1,0.173,0.465,0,0.225,0.351,180.061,4,3.813826146475017
FaceTime with my Mom (Tonight),INSIDE,Bo Burnham,140962,49,comedy,0.822,0.371,6,-11.496,1,0.0461,0.668,0,0.202,0.671,125.041,4,3.813826146475017
How the World Works,INSIDE,Bo Burnham,255923,53,comedy,0.831,0.431,2,-9.653,1,0.521,0.74,0,0.173,0.495,129.672,4,3.813826146475017
White Woman’s Instagram,INSIDE,Bo Burnham,240926,52,comedy,0.652,0.768,5,-8.632,1,0.0886,0.227,7.37e-06,0.159,0.588,150.052,4,3.813826146475017
Unpaid Intern,INSIDE,Bo Burnham,34050,50,comedy,0.68,0.715,7,-6.557,0,0.0916,0.427,0,0.184,0.615,170.39,4,3.813826146475017
Bezos I,INSIDE,Bo Burnham,58149,63,comedy,0.694,0.948,2,-5.307,1,0.0361,0.00936,1.62e-05,0.139,0.705,115.044,4,3.813826146475017
Sexting,INSIDE,Bo Burnham,201712,48,comedy,0.756,0.612,7,-6.104,1,0.0382,0.278,0,0.152,0.528,119.949,4,3.813826146475017
Look Who’s Inside Again,INSIDE,Bo Burnham,83421,64,comedy,0.643,0.331,2,-9.235,1,0.0387,0.761,0,0.373,0.648,160.006,3,3.813826146475017
Problematic,INSIDE,Bo Burnham,193286,52,comedy,0.723,0.868,7,-6.015,0,0.0409,0.0294,0,0.12,0.925,147.95,4,3.813826146475017
30,INSIDE,Bo Burnham,154726,51,comedy,0.812,0.679,7,-6.579,0,0.0426,0.196,0,0.0731,0.218,114.949,4,3.813826146475017
Don't Wanna Know,INSIDE,Bo Burnham,63425,51,comedy,0.704,0.383,0,-6.917,1,0.0381,0.179,0,0.373,0.491,89.956,4,3.813826146475017
Shit,INSIDE,Bo Burnham,78426,58,comedy,0.939,0.687,10,-5.215,1,0.126,0.058,0,0.101,0.936,120.022,4,3.813826146475017
All Time Low,INSIDE,Bo Burnham,54542,47,comedy,0.649,0.37,7,-11.722,0,0.664,0.402,0,0.243,0.487,134.606,4,3.813826146475017
Welcome to The Internet,INSIDE,Bo Burnham,275999,67,comedy,0.665,0.527,2,-8.588,0,0.429,0.663,0,0.306,0.219,94.711,3,3.813826146475017
Bezos II,INSIDE,Bo Burnham,45836,47,comedy,0.788,0.463,3,-5.471,1,0.0563,0.139,0,0.0561,0.892,99.995,4,3.813826146475017
That Funny Feeling,INSIDE,Bo Burnham,301110,58,comedy,0.545,0.277,4,-11.7,1,0.0392,0.764,0,0.372,0.389,75.763,4,3.813826146475017
All Eyes On Me,INSIDE,Bo Burnham,302950,59,comedy,0.352,0.424,6,-10.131,1,0.0394,0.733,2.3e-05,0.0664,0.141,127.047,4,3.813826146475017
Goodbye,INSIDE,Bo Burnham,249428,60,comedy,0.725,0.308,7,-9.941,1,0.039,0.604,0,0.121,0.154,126.061,4,3.813826146475017
Any Day Now,INSIDE,Bo Burnham,57962,46,comedy,0.731,0.164,10,-14.19,1,0.0498,0.896,0,0.115,0.378,89.752,4,3.813826146475017
The Future,INSIDE (DELUXE),Bo Burnham,93705,40,comedy,0.723,0.918,0,-5.858,0,0.0359,0.542,0,0.0946,0.826,140.061,4,2.833675564681725
WTFIGO,THE INSIDE OUTTAKES,Bo Burnham,54317,38,comedy,0.638,0.473,0,-6.973,1,0.0383,0.697,0,0.0939,0.97,199.861,4,2.836413415468857
Feel Good,INSIDE (DELUXE),Bo Burnham,43248,38,comedy,0.49,0.428,8,-7.944,0,0.0372,0.125,1.46e-05,0.226,0.836,200.44,4,2.833675564681725
Five Years,INSIDE (DELUXE),Bo Burnham,228679,45,comedy,0.833,0.502,11,-10.42,0,0.372,0.733,3.18e-06,0.16,0.536,93,4,2.833675564681725
Microwave Popcorn,INSIDE (DELUXE),Bo Burnham,147496,44,comedy,0.714,0.715,9,-7.086,1,0.0815,0.32,1.87e-06,0.286,0.678,160.009,4,2.833675564681725
Spider,THE INSIDE OUTTAKES,Bo Burnham,35463,39,comedy,0.345,0.763,7,-3.732,0,0.0641,0.000328,0.000781,0.326,0.797,160.634,5,2.836413415468857
This Isn’t A Joke,THE INSIDE OUTTAKES,Bo Burnham,72556,35,comedy,0.61,0.355,5,-10.101,1,0.0403,0.495,0.627,0.145,0.0848,133.489,5,2.836413415468857
Oh Bo (Studio),Words Words Words,Bo Burnham,303986,47,comedy,0.671,0.711,8,-5.732,1,0.0546,0.213,0,0.287,0.75,133.875,4,14.455852156057494
What's Funny,Words Words Words,Bo Burnham,278626,39,comedy,0.535,0.683,2,-6.924,1,0.297,0.844,0,0.97,0.613,116.095,4,14.455852156057494
Intro,What.,Bo Burnham,568813,33,comedy,0.375,0.877,8,-5.694,1,0.529,0.559,2.6e-05,0.953,0.199,84.199,4,11.293634496919918
One Man Shows,Words Words Words,Bo Burnham,288546,28,comedy,0.463,0.595,9,-13.31,1,0.933,0.808,0,0.712,0.391,74.443,4,14.455852156057494
Ironic,Words Words Words,Bo Burnham,188866,42,comedy,0.488,0.655,9,-6.968,1,0.37,0.876,0,0.701,0.847,90.75,3,14.455852156057494
Binary Reality,Words Words Words,Bo Burnham,161426,28,comedy,0.565,0.643,2,-12.555,1,0.923,0.794,0,0.661,0.268,48.152,4,14.455852156057494
A Prayer/How Do We Fix Africa?,Words Words Words,Bo Burnham,79346,27,comedy,0.572,0.507,9,-14.522,1,0.94,0.79,0,0.861,0.376,85.383,4,14.455852156057494
Rant,Words Words Words,Bo Burnham,216266,44,comedy,0.739,0.783,8,-5.583,1,0.481,0.695,0,0.876,0.611,120.025,4,14.455852156057494
Art Is Dead,Words Words Words,Bo Burnham,152893,58,comedy,0.523,0.616,4,-6.167,1,0.0566,0.844,0,0.936,0.703,85.531,4,14.455852156057494
1985,INSIDE (DELUXE),Bo Burnham,146654,51,comedy,0.646,0.724,4,-7.466,0,0.0475,0.0432,0,0.333,0.894,155.85,4,2.833675564681725
Sad,What.,Bo Burnham,263099,47,comedy,0.392,0.639,0,-5.737,1,0.063,0.71,0,0.846,0.352,96.651,4,11.293634496919918
I F--K Sl--Ts,What.,Bo Burnham,200552,33,comedy,0.625,0.569,11,-11.362,1,0.893,0.649,0,0.73,0.479,117.815,4,11.293634496919918
Wdidln?,What.,Bo Burnham,116028,30,comedy,0.583,0.728,6,-8.58,1,0.89,0.648,0,0.947,0.283,111.723,4,11.293634496919918
"Left Brain, Right Brain",What.,Bo Burnham,394392,46,comedy,0.462,0.704,4,-6.011,1,0.621,0.639,0,0.655,0.548,169.408,4,11.293634496919918
Beating off in a Minor,What.,Bo Burnham,150158,29,comedy,0.312,0.591,5,-9.336,1,0.0908,0.854,0.0403,0.914,0.179,144.469,4,11.293634496919918
From God's Perspective,What.,Bo Burnham,261221,48,comedy,0.339,0.478,0,-5.895,1,0.0401,0.775,0,0.738,0.355,86.898,4,11.293634496919918
Andy the Frog,What.,Bo Burnham,193129,30,comedy,0.621,0.768,11,-6.971,0,0.88,0.681,0,0.934,0.351,88.057,3,11.293634496919918
Out of the Abyss,What.,Bo Burnham,219647,29,comedy,0.556,0.836,2,-9.031,1,0.885,0.718,0,0.876,0.312,121.709,4,11.293634496919918
1985,THE INSIDE OUTTAKES,Bo Burnham,146654,68,comedy,0.646,0.724,4,-7.466,0,0.0475,0.0432,0,0.333,0.894,155.85,4,2.836413415468857
Bezos IV,THE INSIDE OUTTAKES,Bo Burnham,38131,37,comedy,0.379,0.347,6,-7.597,1,0.0893,0.74,0,0.243,0.605,205.005,4,2.836413415468857
"Words, Words, Words (Studio)",Words Words Words,Bo Burnham,240746,50,comedy,0.839,0.753,11,-4.716,0,0.167,0.18,1.06e-06,0.156,0.755,121.992,4,14.455852156057494
Soon You’ll Get Better (feat. The Chicks),Lover,"Taylor Swift,The Chicks",201586,64,country,0.433,0.182,0,-12.566,1,0.0641,0.907,0,0.123,0.421,207.476,4,5.6125941136208075
Fast Car,Gettin' Old,Luke Combs,265493,83,country,0.712,0.603,8,-5.52,1,0.0262,0.186,0,0.115,0.67,97.994,4,2.028747433264887
Old Dirt Roads,Bruce County (From The Beginning),Owen Riegling,227891,62,country,0.509,0.793,1,-3.229,1,0.0376,0.25,0,0.236,0.77,165.964,4,0.4188911704312115
Before He Cheats,Some Hearts,Carrie Underwood,199946,76,country,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,4,19.38398357289528
Life is a Highway,Cars (Original Motion Picture Soundtrack),Rascal Flatts,275640,73,country,0.562,0.934,5,-5.562,1,0.0607,0.00211,0,0.199,0.558,103.042,4,19.252566735112936
SMOKE HOUR ★ WILLIE NELSON,COWBOY CARTER,"Beyoncé,Willie Nelson",50721,61,country,0.739,0.406,5,-15.215,1,0.921,0.963,0.000753,0.849,0.82,71.653,4,1.0130047912388775
SMOKE HOUR II,COWBOY CARTER,"Beyoncé,Willie Nelson",29843,29,country,0.465,0.244,4,-20.851,1,0.42,0.797,0.00481,0.539,0.923,125.797,5,1.0130047912388775
TYRANT,COWBOY CARTER,"Beyoncé,Dolly Parton",250725,64,country,0.751,0.648,6,-4.21,1,0.183,0.083,0,0.585,0.813,126.032,4,1.0130047912388775
Checklist (feat. Chromeo),Checklist (feat. Chromeo),"MAX,Chromeo",135180,54,dance,0.791,0.792,7,-4.023,0,0.0349,0.0709,0,0.196,0.873,123.059,4,5.420944558521561
Baby Boy (feat. Sean Paul),Dangerously In Love,"Beyoncé,Sean Paul",244826,67,dance,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,4,21.776865160848732
My Alcoholic Friends,"Yes, Virginia",The Dresden Dolls,167680,72,dark cabaret,0.596,0.679,4,-3.881,0,0.0324,0.18,0,0.0938,0.746,110.464,4,19.014373716632445
"2econd 2ight 2eer (that was fun, goodbye.)",The Normal Album,Will Wood,206500,60,dark cabaret,0.577,0.962,0,-5.304,1,0.0554,0.0526,2.82e-05,0.103,0.701,150.02,4,4.731006160164271
September,"The Best Of Earth, Wind & Fire Vol. 1","Earth, Wind & Fire",215093,74,disco,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4,46.36002737850787
MAGIC (feat. babyidontlikeyou),MAGIC,"Gryffin,babyidontlikeyou",202746,46,edm,0.589,0.881,6,-5.23,0,0.049,0.00827,0.00277,0.348,0.34,137.012,4,0.9418206707734429
I'm Good (Blue),I'm Good (Blue),"David Guetta,Bebe Rexha",175238,86,edm,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,2.6036960985626285
Wake Me Up,TRUE,Avicii,247426,86,edm,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,12.251882272416154
The Nights,The Days / Nights,Avicii,176658,84,edm,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4,11.252566735112936
Titanium (feat. Sia),Nothing but the Beat (Ultimate Edition),"David Guetta,Sia",245040,82,edm,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4,12.320328542094456
Stay,Stay,"Zedd,Alessia Cara",210090,75,edm,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4,8.106776180698152
Lucky (feat. Remi Wolf),Telos,"Zedd,Remi Wolf",127380,53,edm,0.815,0.474,2,-4.077,1,0.0459,0.265,0,0.0749,0.72,95.989,4,0.5913757700205339
Starving,Starving,"Hailee Steinfeld,Grey,Zedd",181880,73,edm,0.728,0.616,4,-4.238,1,0.0645,0.378,0,0.105,0.508,99.962,4,8.698151950718685
Am I The Only One,Am I The Only One,"R3HAB,Astrid S,HRVY",152142,29,edm,0.722,0.595,9,-7.743,1,0.0565,0.4,1.68e-06,0.0927,0.439,139.907,4,4.424366872005476
After You (feat. Calle Lehmann),Alive,"Gryffin,Jason Ross,Calle Lehmann",224569,48,edm,0.511,0.802,4,-3.811,1,0.0438,0.0616,0,0.0865,0.466,145.05,4,2.412046543463381
Remember,Remember,"Becky Hill,David Guetta",160766,71,edm,0.612,0.862,8,-2.903,1,0.037,0.041,0,0.0907,0.354,123.849,4,3.79192334
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld,Alesso,Florida Georgia Line,WATT",174800,72,edm,0.664,0.708,8,-4.154,1,0.0474,0.0337,0,0.0841,0.742,103.07,4,7.567419575633128
Immortals,American Beauty/American Psycho,Fall Out Boy,189386,75,emo,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,4,10.212183436002737
Nine in the Afternoon - Single Mix,Pretty. Odd.,Panic! At The Disco,191560,54,emo,0.405,0.689,10,-5.75,1,0.0365,0.0843,0,0.207,0.397,155.189,4,17.026694045174537
ME! (feat. Brendon Urie of Panic! At The Disco),Lover,"Taylor Swift,Brendon Urie,Panic! At The Disco",193000,74,emo,0.61,0.83,0,-4.105,1,0.0571,0.033,0,0.118,0.728,182.162,4,5.6125941136208075
"Sugar, We're Goin Down",From Under The Cork Tree,Fall Out Boy,229093,78,emo,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,4,19.917864476386036
Centuries,American Beauty/American Psycho,Fall Out Boy,228360,81,emo,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,4,10.212183436002737
Say Amen (Saturday Night),Pray for the Wicked,Panic! At The Disco,189186,62,emo,0.491,0.867,6,-2.313,0,0.103,0.167,0,0.458,0.602,167.965,4,6.781656399726215
My Songs Know What You Did In The Dark (Light Em Up),rock,Fall Out Boy,186826,76,emo,0.557,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.566,151.988,4,11.97535934291581
Stay Frosty Royal Milk Tea,MANIA,Fall Out Boy,171053,53,emo,0.465,0.872,8,-4.653,0,0.0647,0.000643,6.57e-06,0.25,0.68,145.886,4,7.2032854209445585
High Hopes,Pray for the Wicked,Panic! At The Disco,190946,79,emo,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,4,6.781656399726215
Riptide,Dream Your Life Away (Deluxe Edition),Vance Joy,204280,83,folk,0.483,0.731,1,-6.696,1,0.0381,0.436,0,0.151,0.484,101.654,4,10.661190965092402
One Brick At A Time,I Hope You Can't Relate,Fraser Morgan,187473,7,folk,0.67,0.656,2,-8.323,1,0.305,0.209,0,0.0704,0.75,119.009,4,0.4188911704312115
Starboy,Starboy,"The Weeknd,Daft Punk",230453,89,"french house,electronic,electro",0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4,8.353182751540041
soul,Nostalgia Pack,"Forrest Frank,Forrest.",178280,51,hip hop,0.852,0.854,9,-3.941,1,0.367,0.0287,0,0.148,0.842,139.946,4,1.8562628336755647
Lately,Nostalgia Pack,"Forrest Frank,Forrest.",207017,50,hip hop,0.714,0.633,0,-4.069,1,0.181,0.227,1.73e-05,0.276,0.869,160.02,4,1.8562628336755647
Why Not Me,Nostalgia Pack,"Forrest Frank,Forrest.",206194,49,hip hop,0.905,0.732,7,-7.384,1,0.298,0.463,0,0.526,0.689,145.961,4,1.8562628336755647
Run Back To You,Run Back To You,"LAY,Lauv",188750,56,hip hop,0.925,0.594,10,-5.755,1,0.0454,0.0341,0.00232,0.107,0.885,117.993,4,1.108829568788501
Work It,Under Construction,Missy Elliott,263226,70,hip hop,0.884,0.677,1,-5.603,1,0.283,0.0778,0,0.0732,0.584,101.868,4,22.390143737166323
Hurt (with Jelly Roll),Hurt (with Jelly Roll),"OneRepublic,Jelly Roll",156813,55,hip hop,0.651,0.62,2,-5.602,1,0.0283,0.0998,0,0.256,0.301,90.17,4,0.3613963039014374
Baby,My World 2.0,"Justin Bieber,Ludacris",214240,83,hip hop,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,4,15.252566735112936
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg,Wiz Khalifa,Bruno Mars",207333,75,hip hop,0.715,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,4,13.478439425051334
Empire State Of Mind,The Blueprint 3,"JAY-Z,Alicia Keys",276920,82,hip hop,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,4,15.567419575633128
California Gurls,Teenage Dream,"Katy Perry,Snoop Dogg",234653,75,hip hop,0.789,0.753,0,-3.71,1,0.0537,0.0038,0,0.18,0.403,125.007,4,15.252566735112936
JUST FOR FUN,COWBOY CARTER,"Beyoncé,Willie Jones",204487,61,hip hop,0.466,0.434,9,-8.559,1,0.0382,0.549,1.3e-05,0.18,0.127,72.403,4,1.0130047912388775
Tongue Tied,Never Trust a Happy Song,GROUPLOVE,218013,79,indie,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4,13.585215605749486
Calling After Me,Model,Wallows,187692,73,indie,0.636,0.797,8,-4.644,1,0.0296,0.00598,4.26e-06,0.114,0.965,139.963,4,0.8596851471594799
Snap Out Of It,AM,Arctic Monkeys,193030,78,indie,0.728,0.638,5,-6.455,0,0.0336,0.249,0,0.116,0.872,130.014,4,11.564681724845997
I Wanna Be Yours,AM,Arctic Monkeys,183956,91,indie,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,11.564681724845997
Come Inside Of My Heart,CLAPCLAPCLAP!,IV Of Spades,246396,76,indie,0.676,0.565,10,-9.411,1,0.03,0.00321,0.000582,0.241,0.689,113.007,4,6.206707734428473
Do I Wanna Know?,AM,Arctic Monkeys,272394,87,indie,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,11.564681724845997
Pasilyo,Pasilyo,SunKissed Lola,270250,76,indie,0.716,0.61,2,-4.674,1,0.0348,0.42,2.77e-05,0.177,0.41,120.069,3,2.431211498973306
Contigo Tengo Feeling,Contigo Tengo Feeling,"GABIFUEGO,Astrid S",160826,26,indie,0.762,0.725,9,-5.172,0,0.0553,0.0937,1.71e-05,0.117,0.768,91.014,4,4.769336071184121
Are You Bored Yet? (feat. Clairo),Nothing Happens,"Wallows,Clairo",178000,79,indie,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,4,6.034223134839151
Disco,Disco,Surf Curse,152760,80,indie,0.473,0.621,11,-8.698,0,0.0291,0.0253,0.000366,0.19,0.782,173.083,4,5.809719370294319
Falling for You,In My Imagination,Devin Kennedy,188953,48,indie,0.777,0.41,6,-8.756,1,0.0371,0.698,9.63e-06,0.0711,0.512,82.016,4,0.8049281314168378
Quiet Now,Lazy Weekend,"Jazzy Coffee,Relaxing Jazz Piano,Cozy Coffee Shop",298672,48,jazz,0.637,0.0694,0,-21.269,0,0.0671,0.929,0.883,0.123,0.387,119.919,3,2.3846680355920604
soul,soul,Anthony Hide Trio,230232,56,jazz,0.499,0.108,9,-20.39,0,0.0319,0.84,0.42,0.102,0.125,103.72,4,1.2046543463381245
Beautiful Sunrise,Beautiful Sunrise,Arta Porting,291319,53,jazz,0.362,0.17,0,-18.193,0,0.0338,0.936,0.879,0.109,0.156,107.442,4,2.1765913757700206
Last Call,Nightcaps,Glass Trio,169863,57,jazz,0.51,0.189,6,-15.775,1,0.0341,0.972,0.928,0.1,0.216,103.792,4,2.138261464750171
All I See In You,All I See In You,Most Iverson,235050,55,jazz,0.526,0.126,2,-27.512,1,0.031,0.919,0.851,0.0999,0.0868,99.358,4,1.6071184120465434
