Track Name,Album Name,Artist Name(s),Duration (ms),Popularity,Genres,dance,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Sun Will Rise Again,Habituals,"Sleepermane,Dontcry",125003,28,lo-fi,0.609,0.185,10,-13.133,1,0.0333,0.958,0.789,0.143,0.153,79.042,4,1.0239561943874058
Magical Connection,Departure,"Peak Twilight,Prithvi",154000,53,lo-fi,0.634,0.127,0,-19.359,0,0.0866,0.881,0.871,0.138,0.0592,75.004,4,3.920602327173169
The Place Where I Belong,Kalopsia,Nuver,158923,49,lo-fi,0.558,0.155,3,-16.207,1,0.0427,0.689,0.857,0.156,0.352,73.993,3,3.247091033538672
A Better Place,Growth Patterns,"Project AER,cxlt.",119999,50,lo-fi,0.496,0.255,9,-17.984,1,0.0283,0.937,0.845,0.0909,0.0809,141.961,4,4.095824777549623
Flower of Memories,Mind Temple,Tenno,159193,48,lo-fi,0.447,0.314,3,-13.659,0,0.041,0.835,0.96,0.134,0.134,123.936,4,2.537987679671458
We All Feel Darkness,Finding Light,"Kainbeats,idylla",117138,51,lo-fi,0.572,0.121,3,-17.573,0,0.0358,0.916,0.938,0.107,0.142,136.152,4,2.3572895277207393
Escaped,Nostalgia,"Mujo,Mondo Loops,Sweet Medicine",123636,49,lo-fi,0.783,0.206,9,-10.016,0,0.0663,0.906,0.869,0.109,0.571,70.113,4,4.232717316906228
Empty Bed,Golden Hour,"squeeda,Ambulo",137950,38,lo-fi,0.578,0.348,2,-12.723,1,0.0846,0.436,0.876,0.0764,0.352,83.002,4,1.081451061
Forever Changing,Forever Changing,Laffey,169531,53,lo-fi,0.582,0.112,4,-14.366,1,0.0382,0.924,0.955,0.0979,0.0889,128.316,4,4.301163586584531
Adanel,A World of Illusion,DaniSogen,160000,38,lo-fi,0.712,0.172,11,-17.495,0,0.0374,0.636,0.875,0.283,0.221,119.978,4,3.4496919917864477
Lost Tapes,The Breeze,softy,156774,50,lo-fi,0.325,0.21,1,-12.915,1,0.0326,0.968,0.934,0.241,0.0418,109.263,1,3.1704312114989732
Chasing Clouds,Serenade,"LESKY,Beyond Moments,Mondo Loops",178199,37,lo-fi,0.518,0.198,0,-16.677,0,0.0259,0.966,0.881,0.114,0.109,99.911,3,1.0622861054072552
Whispering Leaves,QuietPath Vol.2,"So.Lo,Goson",164624,31,lo-fi,0.675,0.337,7,-13.109,0,0.0364,0.53,0.909,0.111,0.11,136.005,4,1.1197809719370295
Eventide,Timescapes : Longer Nights,"Prithvi,Alberto Droguett",141538,48,lo-fi,0.548,0.169,10,-14.918,0,0.0484,0.936,0.91,0.0993,0.0391,78.003,4,3.0718685831622174
Mourning Dove,Evermore,"WYS,Sweet Medicine",141158,51,lo-fi,0.654,0.535,6,-11.861,0,0.0429,0.771,0.908,0.0879,0.183,139.932,4,4.1067761806981515
Blossom,QuietPath Vol.2,"So.Lo,Goson",125250,29,lo-fi,0.69,0.296,2,-11.998,0,0.0578,0.943,0.925,0.126,0.379,140.045,4,1.1197809719370295
Trying To Sleep,South Pole,WYS,174074,53,lo-fi,0.698,0.352,11,-12.261,1,0.0608,0.734,0.861,0.0988,0.351,81.021,4,2.2505133470225873
Night Coffee,Moonglow,"S N U G,Mondo Loops",153600,50,lo-fi,0.426,0.0855,4,-21.566,0,0.0305,0.956,0.895,0.125,0.152,149.845,4,4.520191649555099
Sunset Swim,Barbados,"Tibeauthetraveler,Banks",148401,46,lo-fi,0.444,0.117,2,-11.379,1,0.0421,0.903,0.892,0.113,0.187,119.926,4,2.702258726899384
Deep Forest,QuietPath Vol.2,"So.Lo,Goson",127000,30,lo-fi,0.616,0.178,7,-13.642,1,0.0344,0.916,0.932,0.197,0.0899,136.027,4,1.1197809719370295
Mirror of Time,Mirror of Time,Yasumu,180228,51,lo-fi,0.762,0.229,2,-21.396,0,0.0544,0.776,0.933,0.103,0.0741,114.998,4,3.909650924024641
Blank Canvas,A Day in the Life,"BluntOne,Baen Mow,Phlocalyst",184543,46,lo-fi,0.637,0.156,10,-19.37,0,0.0309,0.521,0.786,0.13,0.233,94.825,4,3.2087611225188226
Voyage,Unfolding,Sleepermane,110396,47,lo-fi,0.416,0.12,5,-16.755,1,0.0912,0.858,0.935,0.692,0.373,134.042,1,3.1211498973305956
a sign from her,Les jours d’après,"Mau,Kanisan",128412,49,lo-fi,0.55,0.306,1,-10.333,1,0.0797,0.754,0.439,0.119,0.0393,74.991,4,2.6064339493497606
Serenade in a Lost City,When All Was Lost,"Cosmic Koala,Lucid Keys",136854,33,lo-fi,0.764,0.31,6,-11.063,0,0.0302,0.687,0.84,0.1,0.236,124.717,4,1.1389459274469542
hope,Elements,"Bcalm,Purrple Cat",164000,52,lo-fi,0.573,0.249,5,-11.168,0,0.0308,0.918,0.94,0.131,0.076,127.998,4,3.570157426
Setting Sails,Wonderland Chapter 1,"Sitting Duck,Mondo Loops",114000,29,lo-fi,0.417,0.359,9,-15.403,1,0.0645,0.839,0.438,0.102,0.0481,79.488,3,4.487337440109514
Lucent,Habituals,"Sleepermane,Dontcry",150198,32,lo-fi,0.666,0.151,0,-21.212,0,0.0428,0.891,0.922,0.111,0.211,77.045,4,1.0239561943874058
Vinosity,Serenade,"LESKY,Beyond Moments",109849,33,lo-fi,0.456,0.329,2,-13.129,0,0.0297,0.832,0.972,0.142,0.0929,139.953,4,1.0622861054072552
Above The Quiet City,Somewhere In Time,cxlt.,126666,47,lo-fi,0.572,0.166,6,-19.804,1,0.0338,0.976,0.848,0.11,0.0974,108.044,4,3.898699520876112
Under The Sea,QuietPath Vol.2,"So.Lo,Goson",138874,35,lo-fi,0.76,0.281,7,-12.094,1,0.0409,0.686,0.893,0.0945,0.55,127.992,4,1.1197809719370295
A Walk Through the Sky,A Walk Through the Sky,Kainbeats,141396,52,lo-fi,0.702,0.093,8,-18.081,1,0.0369,0.954,0.94,0.109,0.0878,68.064,4,3.362080767
Daydreaming,The Prophecy,Tenno,173823,51,lo-fi,0.489,0.35,10,-14.945,0,0.0748,0.927,0.931,0.116,0.0966,136.004,4,4.323066392881588
City On A Hill,One Way Ticket,l'Outlander,164312,41,lo-fi,0.671,0.0883,10,-14.204,0,0.0389,0.957,0.947,0.103,0.301,80.019,4,3.5811088295687883
Introspect,Golden Hour,"squeeda,Ambulo",142868,36,lo-fi,0.521,0.14,0,-17.48,0,0.0253,0.864,0.879,0.109,0.157,76.999,4,1.081451061
Ancestral,Far Off,Casiio,96116,48,lo-fi,0.556,0.265,9,-16.768,0,0.0276,0.585,0.915,0.103,0.111,140.018,1,3.1266255989048597
Far Away,Silent River,Mila Coolness,159000,49,lo-fi,0.5,0.147,11,-26.553,1,0.0397,0.925,0.909,0.106,0.148,80.089,1,4.684462696783025
maskros,maskros,bomull,183963,50,lo-fi,0.712,0.293,0,-12.192,0,0.0715,0.845,0.786,0.122,0.413,77.08,4,1.568788501026694
first glance,the cliff,"fnonose,morningtime",165428,28,lo-fi,0.675,0.202,2,-18.406,1,0.0547,0.828,0.803,0.117,0.611,140.013,4,0.9856262833675564
Daydream,Until we meet again,kyu,168690,49,lo-fi,0.527,0.187,5,-19.299,0,0.0386,0.82,0.89,0.0957,0.0733,94.06,4,3.3347022587268995
Redbone,Covers Collection,LAV8,129000,52,lo-fi,0.787,0.383,5,-11.767,0,0.074,0.394,0.89,0.109,0.566,77.5,4,4.060232717316906
Your Power,002 (other people's songs),lokash,224508,42,lo-fi,0.76,0.39,9,-13.685,0,0.0358,0.921,0.931,0.095,0.461,121.962,4,2.757015742642026
GLIMPSE OF US,GLIMPSE OF US,Yedai,250687,26,lo-fi,0.512,0.241,8,-19.108,1,0.0317,0.622,0.92,0.221,0.0893,160.072,3,2.220396988364134
cruel summer,stories,rosarummet,183000,45,lo-fi,0.695,0.208,9,-13.5,1,0.0617,0.746,0.915,0.11,0.535,79.995,4,1.1663244353182751
Hold On,Covers Collection (Vol. 4),LAV8,173479,40,lo-fi,0.644,0.329,4,-14.528,1,0.0747,0.41,0.878,0.217,0.361,135.03,4,2.7953456536618755
all i can do is love you,timbert,timbert,132255,28,lo-fi,0.549,0.185,1,-20.863,1,0.223,0.86,0.775,0.209,0.2,73.938,4,4.826830937713894
chemical,stories,rosarummet,192147,41,lo-fi,0.681,0.33,2,-13.77,1,0.0751,0.267,0.887,0.0681,0.316,170.05,4,1.1663244353182751
ambler,daydreams,rosarummet,140946,29,lo-fi,0.567,0.33,7,-12.508,1,0.0337,0.753,0.236,0.413,0.0397,140.058,4,4.7118412046543465
die for you,stories,rosarummet,189572,41,lo-fi,0.805,0.313,8,-12.283,1,0.0386,0.439,0.921,0.0811,0.326,152.104,4,1.1663244353182751
I Saw a Ghost,Portals,Miro Mas,133442,29,lo-fi,0.794,0.248,5,-11.798,0,0.356,0.82,0.925,0.093,0.212,82.064,4,2.412046543463381
Numb,I've Seen You Somewhere Before,Miro Mas,175523,40,lo-fi,0.757,0.216,11,-14.075,0,0.0808,0.901,0.904,0.0906,0.596,166.032,4,2.891170431211499
what was i made for?,stories,rosarummet,209230,50,lo-fi,0.703,0.182,0,-14.299,1,0.0438,0.83,0.938,0.104,0.196,78.034,4,1.1663244353182751
Here With Me,Nemuri Neko,Kamakuras,226285,39,lo-fi,0.658,0.257,11,-14.484,0,0.0365,0.971,0.892,0.15,0.371,140.066,4,1.1471594798083504
Waiting For Love,I've Seen You Somewhere Before,Miro Mas,190440,39,lo-fi,0.739,0.301,9,-14.853,1,0.0516,0.941,0.913,0.0742,0.171,123.978,4,2.891170431211499
2 A.M.,About Last Night,Yedai,128108,17,lo-fi,0.666,0.106,8,-17.784,1,0.0425,0.912,0.911,0.0838,0.134,120.279,4,2.546201232032854
Lose You To Love Me,undercover,owlh,203281,40,lo-fi,0.761,0.568,1,-6.755,0,0.0392,0.0383,0.904,0.193,0.147,95.963,4,1.3579739904175223
i've been pwned (do it all),timbert,timbert,121779,27,lo-fi,0.463,0.198,6,-21.17,0,0.0344,0.752,0.207,0.296,0.131,81.962,4,4.826830937713894
Faded,I've Seen You Somewhere Before,Miro Mas,187320,41,lo-fi,0.715,0.27,8,-15.23,1,0.164,0.92,0.926,0.13,0.377,146.048,4,2.891170431211499
Strangers,undercover,owlh,192990,39,lo-fi,0.772,0.483,11,-4.383,0,0.0547,0.0578,0.584,0.146,0.617,76.475,4,1.3579739904175223
Nora,Portals,Miro Mas,137872,29,lo-fi,0.809,0.532,8,-10.769,0,0.262,0.793,0.874,0.314,0.646,169.955,4,2.412046543463381
Save Your Tears,My Name Is Spruce,Granlund,201340,44,lo-fi,0.663,0.492,0,-9.488,1,0.0305,0.0339,0.863,0.0993,0.418,97.038,4,2.814510609
cloudy apple,daydreams,rosarummet,114788,30,lo-fi,0.712,0.229,7,-11.862,0,0.0501,0.649,0.839,0.389,0.144,80.027,4,4.7118412046543465
My Mind & Me,Portals pt 2,Miro Mas,158685,43,lo-fi,0.871,0.341,9,-10.935,1,0.0738,0.852,0.898,0.0865,0.3,137.103,4,2.220396988364134
drivers license,drivers license,lokash,195214,38,lo-fi,0.674,0.354,11,-16.852,1,0.0523,0.717,0.912,0.109,0.575,139.98,4,3.887748117727584
stay,stories,rosarummet,225769,40,lo-fi,0.655,0.23,5,-17.263,1,0.0445,0.765,0.94,0.0931,0.253,78.004,4,1.1663244353182751
All Girls Are The Same,undercover,owlh,163566,39,lo-fi,0.764,0.44,4,-9.792,0,0.0578,0.181,0.832,0.15,0.326,157,4,1.3579739904175223
Thinkin Bout You,001 (other people's songs),lokash,176769,38,lo-fi,0.786,0.326,7,-15.63,1,0.0535,0.881,0.944,0.13,0.532,129.988,4,3.293634496919918
love affair,stories,rosarummet,189941,41,lo-fi,0.736,0.315,8,-14.003,1,0.062,0.111,0.874,0.152,0.176,172.052,4,1.1663244353182751
RIP Udden,Portals,Miro Mas,211445,14,lo-fi,0.452,0.233,6,-19.574,0,0.0513,0.921,0.918,0.101,0.0902,95.058,4,2.412046543463381
The First Kiss,About Last Night,Yedai,147200,28,lo-fi,0.689,0.297,8,-14.567,1,0.0459,0.764,0.903,0.109,0.24,74.965,4,2.546201232032854
Yesterday,Covers Collection (Vol. 2),LAV8,120055,39,lo-fi,0.862,0.334,0,-11.287,0,0.173,0.191,0.761,0.137,0.534,89.998,4,3.5044490075290895
LOVE AGAIN,undercover,owlh,143536,39,lo-fi,0.654,0.417,2,-12.511,1,0.0453,0.54,0.899,0.12,0.241,97.018,4,1.3579739904175223
solstice,in the clouds,owlh,223000,29,lo-fi,0.691,0.388,11,-11.417,0,0.0356,0.731,0.897,0.124,0.525,79.947,3,2.5270362765229293
follow,daydreams,rosarummet,160208,17,lo-fi,0.592,0.313,0,-15.403,1,0.145,0.741,0.888,0.0999,0.0396,180.217,4,4.7118412046543465
old fashioned,aurora,owlh,147000,28,lo-fi,0.653,0.446,7,-7.709,1,0.0469,0.701,0.876,0.114,0.043,80.022,4,4.7118412046543465
California Dreamin',Portals pt 2,Miro Mas,150208,45,lo-fi,0.775,0.458,3,-13.796,0,0.121,0.857,0.914,0.231,0.621,84.913,4,2.220396988364134
Better Now,My Name Is Spruce,Granlund,200000,42,lo-fi,0.668,0.455,10,-12.324,1,0.0529,0.903,0.927,0.11,0.515,144.006,4,2.814510609
verk,swamp,timbert,153979,29,lo-fi,0.514,0.201,3,-19.182,1,0.0422,0.884,0.875,0.0996,0.264,123.957,3,4.577686516084873
One Last Time,Suncovers,owlh,200277,44,lo-fi,0.781,0.129,8,-17.601,1,0.0423,0.912,0.941,0.109,0.564,107.999,4,2.105407255304586
Summertime Sadness,Portals pt 2,Miro Mas,249999,44,lo-fi,0.752,0.291,10,-12.089,0,0.068,0.719,0.854,0.108,0.359,82.014,4,2.220396988364134
Pallet Town (Pokémon Lofi),Pallet Town (Pokémon Lofi),"Super Lofi 64,GameChops",154000,35,lo-fi,0.589,0.406,7,-14.781,1,0.0395,0.943,0.95,0.0836,0.536,77.501,4,0.999315537
Pokémon League,Poké & Chill,"Mikel,GameChops",171000,41,lo-fi,0.606,0.357,4,-15.426,1,0.07,0.0999,0.883,0.0802,0.321,79.956,4,5.631759069130732
Pokémon Center,Pokémon Center,"Tee Lopes,GameChops",173098,39,lo-fi,0.657,0.647,1,-8.97,1,0.0325,0.0715,0.959,0.104,0.442,147.976,4,3.868583162217659
Title Screen,Chilltendo Deluxe,"Jokabi,GameChops,Mikel",165750,34,lo-fi,0.774,0.225,0,-12.626,1,0.0786,0.819,0.75,0.0859,0.231,79.996,4,2.9103353867214237
National Park,Poké Tape 4,"Coffee Date,GameChops",129000,37,lo-fi,0.655,0.258,1,-14.991,1,0.0398,0.893,0.868,0.114,0.205,80.002,4,0.1971252566735113
Littleroot Town,Poké Tape 3,"Helynt,GameChops",139764,36,lo-fi,0.766,0.173,5,-15.416,1,0.0422,0.97,0.937,0.119,0.46,84.994,4,1.6837782340862424
Northern Cardinal,Northern Cardinal,"Bird Boy,Dj Cutman",140869,32,lo-fi,0.758,0.446,8,-12.14,1,0.0825,0.263,0.672,0.437,0.489,92.046,4,1.2238193018480492
Broiled Magikarp,Broiled Magikarp,"Dubtendo,GameChops",145333,30,lo-fi,0.865,0.557,2,-9.233,1,0.042,0.711,0.845,0.0594,0.963,135.003,4,2.817248459958932
Snowpoint,Poké Tape,"BKNAPP,GameChops",181973,33,lo-fi,0.728,0.434,4,-12.441,1,0.0484,0.135,0.845,0.0731,0.503,90.016,4,2.5845311430527036
Pokémon Lofi Center,Super Lofi World 3,"Helynt,GameChops",157674,35,lo-fi,0.538,0.15,2,-18.458,1,0.0465,0.988,0.937,0.0945,0.0696,171.934,4,2.4695414099931554
Driftveil City,Poké Tape 3,"Helynt,GameChops",130632,35,lo-fi,0.653,0.265,3,-15.076,0,0.208,0.844,0.929,0.225,0.35,158.017,4,1.6837782340862424
Hot Tea & Firmware Updates,WiiU Grooves,Dj Cutman,193500,34,lo-fi,0.809,0.657,8,-8.917,1,0.0554,0.082,0.83,0.11,0.67,120.026,4,12.353182751540041
The Less I Know The Better,002 (other people's songs),lokash,215333,49,lo-fi,0.647,0.334,9,-14.558,1,0.0271,0.955,0.946,0.131,0.162,114.024,4,2.757015742642026
Yellow,Covers Collection,LAV8,135000,40,lo-fi,0.586,0.402,11,-14.813,1,0.0872,0.294,0.908,0.113,0.169,95.024,4,4.060232717316906
Trouble,002 (other people's songs),lokash,280677,44,lo-fi,0.696,0.334,7,-16.532,0,0.0435,0.847,0.926,0.11,0.385,125.918,4,2.757015742642026
Come By Sometime,About Last Night,Yedai,138289,28,lo-fi,0.553,0.159,9,-19.955,1,0.0298,0.719,0.696,0.104,0.123,72.984,4,2.546201232032854
Magic,undercover,owlh,248166,42,lo-fi,0.656,0.587,9,-5.37,1,0.0548,0.359,0.86,0.109,0.336,179.947,4,1.3579739904175223
Violent Crimes,Feelin' Cute,<3BEAT,198666,40,lo-fi,0.635,0.346,11,-19.714,1,0.0609,0.885,0.88,0.139,0.169,90.005,4,2.891170431211499
Tattoo,003 (other people's songs),lokash,183242,40,lo-fi,0.802,0.398,6,-13.854,1,0.0496,0.89,0.921,0.106,0.156,128.014,4,0.97467488
Yummy,Covers Collection,LAV8,149714,39,lo-fi,0.738,0.333,5,-12.639,0,0.0651,0.514,0.833,0.0895,0.738,104.995,4,4.060232717316906
If I Ain't Got You,002 (other people's songs),lokash,197589,40,lo-fi,0.399,0.267,6,-19.024,1,0.061,0.906,0.697,0.134,0.235,119.997,3,2.757015742642026
Forget Me,Suncovers,owlh,213673,41,lo-fi,0.764,0.291,1,-9.02,0,0.0544,0.396,0.927,0.222,0.353,97.991,4,2.105407255304586
Best Part,Covers Collection (Vol. 4),LAV8,243219,40,lo-fi,0.683,0.428,4,-12.553,0,0.123,0.653,0.909,0.192,0.551,79.993,4,2.7953456536618755
Kiss Me More,001 (other people's songs),lokash,206869,39,lo-fi,0.658,0.558,5,-11.636,0,0.0331,0.711,0.875,0.212,0.526,114.985,4,3.293634496919918
I'm Good (Blue),Suncovers,owlh,176566,50,lo-fi,0.764,0.195,4,-8.537,0,0.161,0.634,0.908,0.138,0.253,83.003,4,2.105407255304586
Prada,003 (other people's songs),lokash,123818,47,lo-fi,0.724,0.148,1,-22.225,1,0.0731,0.969,0.928,0.131,0.407,109.965,4,0.97467488
sex money feelings die,My Name Is Spruce,Granlund,173985,39,lo-fi,0.792,0.301,5,-14.304,0,0.0416,0.272,0.893,0.0989,0.107,114.991,3,2.814510609
Intro,002 (other people's songs),lokash,132000,40,lo-fi,0.82,0.314,9,-15.076,0,0.0427,0.83,0.937,0.0979,0.37,91.04,4,2.757015742642026
overdrive,stories,rosarummet,142392,40,lo-fi,0.793,0.233,1,-17.064,1,0.0449,0.718,0.917,0.132,0.146,140.03,4,1.1663244353182751
rock,Feelin' Cute,<3BEAT,186315,48,lo-fi,0.688,0.466,7,-15.6,0,0.0641,0.29,0.906,0.912,0.118,76.005,4,2.891170431211499
Feel Good Inc.,Covers Collection (Vol. 4),LAV8,229971,46,lo-fi,0.768,0.374,11,-14.878,0,0.174,0.551,0.859,0.111,0.48,130.017,4,2.7953456536618755
Californication,Covers Collection (Vol. 3),LAV8,263059,45,lo-fi,0.659,0.362,8,-15.618,1,0.0966,0.51,0.9,0.112,0.558,170.016,4,2.9295003422313486
Heartbeats,002 (other people's songs),lokash,145384,38,lo-fi,0.65,0.386,8,-11.895,1,0.153,0.809,0.867,0.108,0.277,155.978,4,2.757015742642026
Heaven,undercover,owlh,174401,39,lo-fi,0.804,0.368,0,-6.531,1,0.0389,0.619,0.878,0.125,0.676,116.972,4,1.3579739904175223
Don't Go Breaking My Heart,Feelin' Cute,<3BEAT,255272,40,lo-fi,0.57,0.408,4,-14.23,1,0.0793,0.285,0.944,0.373,0.242,81.563,4,2.891170431211499
"Coffee, the Day After",About Last Night,Yedai,133020,14,lo-fi,0.608,0.253,4,-16.437,1,0.0494,0.593,0.00338,0.403,0.161,119.962,4,2.546201232032854
Obsession,Jukebox,LAV8,130000,31,lo-fi,0.705,0.191,7,-20.703,0,0.0642,0.314,0.849,0.085,0.18,74.989,4,4.251882272416153
Killing Me Softly With His Song,My Name Is Spruce,Granlund,297541,40,lo-fi,0.624,0.38,1,-16.238,1,0.0803,0.0354,0.855,0.102,0.25,174.065,4,2.814510609
A Nice Walk,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60216,22,lo-fi,0.19,0.088,1,-22.2,0,0.0388,0.946,0.909,0.112,0.2,133.87,4,0.17248459958932238
Flying with The Birds,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60000,20,lo-fi,0.445,0.137,0,-17.53,1,0.0372,0.978,0.767,0.114,0.208,114.595,4,0.17248459958932238
Melancholic Night,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60000,27,lo-fi,0.437,0.178,6,-18.926,0,0.0515,0.988,0.956,0.115,0.684,160.097,4,0.17248459958932238
Memories of The Past,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60170,18,lo-fi,0.546,0.177,8,-20.038,0,0.0414,0.971,0.95,0.15,0.447,128.103,4,0.17248459958932238
Falling Asleep,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60000,27,lo-fi,0.46,0.149,4,-17.942,1,0.0436,0.989,0.945,0.108,0.6,136.112,4,0.17248459958932238
Dream in The Sky,A Cup of Tea,"Baby La La Byes,Sleepy Tom",60000,24,lo-fi,0.455,0.196,11,-19.268,1,0.041,0.989,0.923,0.109,0.463,143.704,3,0.17248459958932238
Getting Lost in The Clouds,A Cup of Tea,"Baby La La Byes,Sleepy Tom",60000,25,lo-fi,0.183,0.283,0,-13.186,1,0.0411,0.971,0.956,0.121,0.523,126.361,4,0.17248459958932238
Above The Stars,A Cup of Tea,"Baby La La Byes,Sleepy Tom",60000,22,lo-fi,0.309,0.152,9,-16.733,1,0.0428,0.995,0.897,0.103,0.585,147.012,4,0.17248459958932238
Morning Flight,A Cup of Tea,"Baby La La Byes,Sleepy Tom",60000,19,lo-fi,0.383,0.0942,11,-21.771,1,0.0542,0.994,0.916,0.0907,0.96,84.714,3,0.17248459958932238
Through The Window,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60000,20,lo-fi,0.224,0.182,5,-15.033,1,0.035,0.982,0.966,0.124,0.462,136.889,3,0.17248459958932238
A Cup of Tea,A Cup of Tea,"Baby La La Byes,Sleepy Tom",60000,19,lo-fi,0.397,0.189,1,-21.434,1,0.0427,0.988,0.936,0.108,0.471,158.013,4,0.17248459958932238
A Nap on a Cloud,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60000,20,lo-fi,0.223,0.206,7,-15.308,1,0.0372,0.966,0.942,0.105,0.255,144.251,4,0.17248459958932238
Lovely Dreams,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60000,27,lo-fi,0.348,0.151,0,-17.892,1,0.0511,0.98,0.857,0.0986,0.676,138.355,4,0.17248459958932238
Slow Waterfall,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60437,17,lo-fi,0.378,0.142,11,-15.388,0,0.0425,0.986,0.917,0.121,0.752,82.004,4,0.17248459958932238
Lonely Night,Flying with The Birds,"Baby La La Byes,Sleepy Tom",60000,19,lo-fi,0.498,0.253,4,-16.25,0,0.0476,0.967,0.966,0.0888,0.815,80.458,4,0.17248459958932238
Lights Off,Flying with The Birds,"Baby La La Byes,Sleepy Tom",59239,22,lo-fi,0.599,0.0914,7,-18.021,1,0.0578,0.995,0.973,0.151,0.607,128.411,3,0.17248459958932238
Sleepy Eyed,A Cup of Tea,"Baby La La Byes,Sleepy Tom",60000,18,lo-fi,0.615,0.153,5,-16.719,1,0.0423,0.985,0.956,0.127,0.744,144.055,4,0.17248459958932238
Lost Paradise,A Cup of Tea,"Baby La La Byes,Sleepy Tom",60000,21,lo-fi,0.498,0.305,2,-16.505,1,0.0465,0.97,0.906,0.0967,0.362,169.937,4,0.17248459958932238
Sleepless Night,A Cup of Tea,"Baby La La Byes,Sleepy Tom",60000,20,lo-fi,0.316,0.18,7,-19.461,1,0.0391,0.985,0.952,0.143,0.521,107.956,4,0.17248459958932238
Walk in The Clouds,A Cup of Tea,"Baby La La Byes,Sleepy Tom",60137,25,lo-fi,0.307,0.233,10,-13.679,1,0.0355,0.985,0.934,0.112,0.606,122.94,4,0.17248459958932238
Hotline Bling,I've Seen You Somewhere Before,Miro Mas,189080,50,lo-fi,0.777,0.37,0,-14.961,0,0.0782,0.816,0.926,0.118,0.593,136.053,4,2.891170431211499
Running Up That Hill (A Deal With God),Portals pt 2,Miro Mas,267834,48,lo-fi,0.671,0.223,10,-14.027,0,0.0453,0.788,0.936,0.0923,0.264,131.914,4,2.220396988364134
Kill Bill,003 (other people's songs),lokash,165675,46,lo-fi,0.727,0.393,8,-10.196,1,0.0831,0.768,0.865,0.102,0.666,148.045,4,0.97467488
Flowers,undercover,owlh,206756,45,lo-fi,0.887,0.488,9,-4.792,0,0.0646,0.0408,0.885,0.0928,0.869,110.994,4,1.3579739904175223
Mad World,Nemuri Neko,Kamakuras,219000,41,lo-fi,0.684,0.274,2,-17.796,1,0.0474,0.756,0.887,0.104,0.323,79.99,4,1.1471594798083504
As It Was,003 (other people's songs),lokash,200860,47,lo-fi,0.722,0.101,0,-16.569,1,0.044,0.978,0.967,0.103,0.336,128.05,4,0.97467488
Super Rich Kids,003 (other people's songs),lokash,290340,43,lo-fi,0.698,0.208,1,-17.314,1,0.0445,0.852,0.846,0.119,0.382,94,4,0.97467488
Rush,003 (other people's songs),lokash,137468,41,lo-fi,0.664,0.24,5,-13.423,0,0.0386,0.836,0.914,0.137,0.573,79.014,4,0.97467488
Late Night Talking,Stressed Success,<3BEAT,217333,41,lo-fi,0.663,0.46,10,-12.797,1,0.032,0.494,0.901,0.422,0.605,89.992,4,0.6105407255304586
Truly Madly Deeply,Truly Madly Deeply,Kamakuras,182800,42,lo-fi,0.62,0.381,0,-12.374,1,0.0318,0.784,0.93,0.12,0.525,75.005,4,1.1854893908281998
Lovefool,Lovefool,Kamakuras,185454,42,lo-fi,0.8,0.302,0,-10.26,1,0.0326,0.913,0.837,0.666,0.517,110.026,4,1.2046543463381245
Music For a Sushi Restaurant,Stressed Success,<3BEAT,231874,41,lo-fi,0.68,0.58,6,-11.845,0,0.0444,0.0732,0.804,0.107,0.835,95.98,4,0.6105407255304586
Pink + White,Covers Collection (Vol. 4),LAV8,199163,47,lo-fi,0.371,0.309,5,-18.437,1,0.0549,0.596,0.689,0.112,0.383,154.949,3,2.7953456536618755
Bad Habits,I've Seen You Somewhere Before,Miro Mas,191480,42,lo-fi,0.719,0.36,3,-13.576,0,0.0742,0.911,0.873,0.149,0.646,174.035,4,2.891170431211499
Can't Help Falling in Love,Feelin' Cute,<3BEAT,223014,43,lo-fi,0.507,0.184,2,-17.482,1,0.0287,0.955,0.904,0.0876,0.145,68.001,4,2.891170431211499
I'm Yours,Covers Collection (Vol. 2),LAV8,189774,41,lo-fi,0.647,0.272,5,-13.302,1,0.0555,0.909,0.804,0.104,0.319,154.895,4,3.5044490075290895
Purple Rain,Portals pt 2,Miro Mas,241529,41,lo-fi,0.63,0.243,6,-17.753,1,0.0614,0.819,0.92,0.11,0.152,97.959,4,2.220396988364134
Relaxin',Relaxin',New Morning,123750,50,lo-fi,0.648,0.291,0,-13.95,1,0.0877,0.976,0.86,0.12,0.396,79.974,4,0.7638603696098563
Matter Over Mind,Matter Over Mind,Zap Strap,138434,40,lo-fi,0.753,0.278,2,-14.872,1,0.0745,0.866,0.899,0.104,0.369,77.002,4,0.7638603696098563
Foil,Foil,Robot Age,122352,38,lo-fi,0.673,0.326,0,-15.801,0,0.0479,0.908,0.917,0.135,0.577,136.076,4,0.7638603696098563
