Track Name,Album Name,Artist Name(s),Genres,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Song Age
Everything I Did to Get to You (from Songland),Everything I Did to Get to You (from Songland),Ben Platt,musicals,187534,41,0.629,0.517,10,-6.512,1,0.0977,0.227,0,0.148,0.255,93.272,3,4.818617385
My Shot,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Original Broadway Cast of Hamilton,Anthony Ramos",musicals,333154,70,0.698,0.649,8,-6.764,1,0.415,0.15,0,0.0903,0.568,180.466,4,9.522245038
A Winter's Ball,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton",musicals,69900,66,0.854,0.327,8,-10.834,1,0.507,0.41,0,0.0889,0.688,131.352,4,9.522245038
Non-Stop,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Renée Elise Goldsberry,Phillipa Soo,Christopher Jackson,Original Broadway Cast of Hamilton",musicals,385438,71,0.77,0.482,6,-9.529,1,0.351,0.211,0,0.223,0.441,91.994,4,9.522245038
What the Heck I Gotta Do,21 Chump Street - The Musical,"Lin-Manuel Miranda,Lindsay Mendez,Anthony Ramos,Alex Boniello,Gerard Canonico,Antwaun Holley,Original Radio Cast",musicals,217013,50,0.542,0.537,0,-7.787,1,0.364,0.585,0,0.107,0.679,180.392,4,10.78986995
Vienna,Music From The Netflix Original Series The Politician,Ben Platt,musicals,209631,46,0.642,0.469,10,-7.354,1,0.0303,0.374,0,0.0816,0.286,125.939,4,5.448323066
"Soldier, Poet, King",Dear Wormwood,The Oh Hellos,"christian folk,folk pop,indie folk",165673,73,0.347,0.758,8,-7.753,1,0.0706,0.031,0.000659,0.109,0.484,117.959,4,9.464750171
Daffodils,Big Fish (Original Broadway Cast Recording),"Norbert Leo Butz,Kate Baldwin",musicals,308773,31,0.297,0.273,7,-10.093,1,0.0321,0.886,0,0.142,0.177,100.528,3,11.15126626
What I Did for Love,A Chorus Line (New Broadway Cast Recording (2006)),"Natalie Cortez,A Chorus Line Ensemble (2006)",musicals,216493,42,0.246,0.152,8,-10.805,1,0.0362,0.931,3.18E-06,0.316,0.164,83.129,4,18.48323066
Cecily Smith (Bonus Track),Fly By Night (Original Off-Broadway Cast Recording),Will Connolly,musicals,289893,38,0.771,0.263,7,-13.072,1,0.0816,0.821,0,0.0872,0.372,119.726,4,9.817932923
Something To Believe In,Newsies (Original Broadway Cast Recording),"Jeremy Jordan,Kara Lindsay",musicals,211704,45,0.463,0.302,7,-10.565,1,0.0296,0.423,6.62E-06,0.0996,0.273,131.734,4,12.98015058
Meant to Be Yours,Heathers: The Musical (World Premiere Cast Recording),"Ryan McCartan,Barrett Wilbert Weed,Michelle Duffy",musicals,205826,65,0.505,0.589,6,-6.916,1,0.0852,0.514,0,0.058,0.585,99.648,4,10.81451061
All I've Ever Known,Hadestown (Original Broadway Cast Recording),"Eva Noblezada,Reeve Carney,Anaïs Mitchell,Hadestown Original Broadway Company",musicals,243331,56,0.647,0.276,1,-10.793,1,0.0324,0.887,5.55E-05,0.118,0.212,119.897,4,5.689253936
In Your Arms (with X Ambassadors),ASCEND,"ILLENIUM,X Ambassadors","melodic bass,future bass,edm",220730,58,0.404,0.806,2,-4.75,1,0.0496,0.198,0,0.114,0.112,148.036,4,5.631759069
Baby It's Cold Outside (with Michael Bublé),Holiday Wishes,"Idina Menzel,Michael Bublé","musicals,christmas",166146,59,0.553,0.476,0,-8.869,1,0.0649,0.647,0,0.281,0.558,113.401,3,10.48049281
Rockin' Around The Christmas Tree,Rockin' Around The Christmas Tree,Mel & Kim,christmas,223951,37,0.578,0.589,10,-10.795,1,0.108,0.65,0,0.209,0.657,144.148,4,37.36071184
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,christmas,241106,75,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4,30.4312115
Zenloaded,Virgins Club,"MC Virgins,Zenloaded","meme rap,anime,anime rap",187001,38,0.826,0.759,11,-5.225,1,0.0531,0.0935,1.26E-06,0.0597,0.954,108.957,4,4.366872005
"Esta Navidad (with Mijares, Pandora, Yuri & Sergio Facheli)",Nos Vemos En El Invierno,"Moderatto,Mijares,Pandora,Yuri,Sergio Fachelli","rock en español,mexican rock,latin pop",238013,25,0.663,0.817,11,-5.442,1,0.0481,0.128,0,0.157,0.68,114.032,4,19.41409993
Shake Up Christmas,"Save Me, San Francisco (Golden Gate Edition)",Train,soft pop,232213,54,0.458,0.831,0,-2.187,1,0.0654,0.0031,0,0.337,0.572,81.531,4,14.33812457
Llegó La Navidad,Navidades Luis Miguel,Luis Miguel,"mariachi,bolero,latin pop",125186,42,0.572,0.875,6,-2.378,0,0.122,0.431,0,0.0659,0.602,160.04,4,18.40657084
Merry Christmas Everyone,Merry Christmas Everyone,Shakin' Stevens,"christmas,rockabilly",220160,64,0.534,0.904,9,-3.315,1,0.0369,0.129,0,0.128,0.96,202.899,4,33.35523614
Snow In California,Christmas Kisses,Ariana Grande,pop,206373,46,0.631,0.533,1,-5.965,1,0.0518,0.257,0,0.351,0.428,135.002,4,12.25188227
Grown-Up Christmas List,'Tis The Season,Jordan Smith,christmas,211453,35,0.334,0.222,3,-8.979,1,0.0319,0.932,0,0.192,0.183,111.579,4,8.429842574
"Baby, It's Cold Outside (feat. Meghan Trainor)",Glow,"Brett Eldredge,Meghan Trainor","country,christmas",173560,55,0.583,0.572,1,-4.776,1,0.0366,0.738,0,0.266,0.684,113.998,4,8.429842574
Santa Baby,Kylie Christmas,Kylie Minogue,dance pop,201653,50,0.675,0.384,1,-7.12,1,0.045,0.752,0,0.167,0.415,86.953,4,9.388090349
Christmas Wrapping (with Iggy Pop),Kylie Christmas (Snow Queen Edition),"Kylie Minogue,Iggy Pop","dance pop,proto-punk,glam rock",303626,27,0.678,0.894,9,-5.877,1,0.0688,0.0711,0,0.0794,0.69,111.059,4,8.353182752
Lonely (with Jonas Brothers),Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil,"Diplo,Jonas Brothers",moombahton,139809,54,0.739,0.717,1,-5.123,1,0.0565,0.0611,0,0.206,0.529,98.047,4,4.851471595
Good Example,Good Example,"R3HAB,Andy Grammer","slap house,edm",149052,35,0.454,0.499,1,-6.985,1,0.0736,0.413,0,0.135,0.424,90.25,4,5.018480493
Santa Baby,Christmas Kisses,"Ariana Grande,Liz Gillies","pop,christmas",170933,53,0.748,0.778,0,-5.752,1,0.137,0.0501,0,0.284,0.777,95.989,4,12.25188227
Amazing Grace (My Chains Are Gone),We Need A Little Christmas,Pentatonix,christmas,265400,46,0.216,0.428,4,-7.742,1,0.0362,0.0432,0,0.102,0.168,128.298,4,4.386036961
Let It Snow (with Babyface),Let It Snow (with Babyface),"Tori Kelly,Babyface","quiet storm,new jack swing,r&b,smooth r&b",118394,39,0.414,0.664,1,-5.664,1,0.0415,0.227,0,0.271,0.526,137.095,4,4.429842574
The Christmas Sweater,Christmas (Deluxe 10th Anniversary Edition),Michael Bublé,christmas,223671,42,0.641,0.766,8,-5.31,1,0.0369,0.0114,0,0.261,0.551,123.999,4,3.370294319
Christmas (Baby Please Come Home),Merry Christmas,Mariah Carey,christmas,153240,61,0.561,0.782,3,-7.444,1,0.0317,0.022,0,0.109,0.704,127.148,4,30.4312115
Have Yourself A Merry Little Christmas,Have Yourself A Merry Little Christmas,Sam Smith,soft pop,170964,53,0.438,0.178,5,-9.402,1,0.0414,0.957,1.10E-06,0.316,0.344,75.25,1,10.32717317
You Make It Feel Like Christmas (feat. Blake Shelton),You Make It Feel Like Christmas,"Gwen Stefani,Blake Shelton",country,156773,61,0.635,0.87,2,-4.291,0,0.04,0.0152,0,0.118,0.912,92.999,4,7.490759754
Cozy Little Christmas,Cozy Little Christmas,Katy Perry,pop,182520,56,0.774,0.608,7,-6.264,1,0.128,0.128,0,0.0895,0.56,137.494,4,6.381930185
Holly Jolly Christmas,Christmas (Deluxe Special Edition),Michael Bublé,christmas,119786,63,0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,4,12.39698836
Christmas Valentine,Christmas Valentine,"Ingrid Michaelson,Jason Mraz","soft pop,acoustic pop",187853,32,0.761,0.522,7,-8.059,1,0.0327,0.388,0,0.191,0.743,112.99,4,4.405201916
The Lighthouse Keeper,The Lighthouse Keeper,Sam Smith,soft pop,247493,41,0.394,0.17,0,-10.368,1,0.0451,0.889,0,0.105,0.315,130.721,3,4.366872005
Underneath the Tree,Wrapped In Red,Kelly Clarkson,christmas,229640,67,0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99E-05,0.214,0.689,159.876,4,11.43874059
"Baby, It's Cold Outside (feat. Kelly Clarkson)",A Legendary Christmas,"John Legend,Kelly Clarkson","soft pop,neo soul,christmas",218889,43,0.391,0.6,5,-6.24,0,0.142,0.524,0,0.169,0.492,88.949,4,6.436687201
White Christmas,White Christmas,OneRepublic,soft pop,126513,31,0.422,0.449,5,-8.447,1,0.0302,0.151,0,0.21,0.149,108.103,3,6.39835729
Jingle Bell Rock,"Glee: The Music, The Christmas Album Vol. 3",Glee Cast,christmas,152946,53,0.623,0.738,3,-5.709,1,0.0281,0.179,0,0.146,0.874,152.066,4,12.30937714
Santa Tell Me,Santa Tell Me,Ariana Grande,pop,204093,72,0.525,0.621,7,-7.364,1,0.117,0.0489,0,0.291,0.592,191.868,4,10.35728953
Christmas Isn't Christmas,It's Officially Christmas: The Double Album,Dan + Shay,country,196253,33,0.293,0.446,7,-6.577,1,0.0327,0.722,0,0.189,0.303,158.618,4,0.457221081
Duniyaa (From Luka Chuppi),Duniyaa (From Luka Chuppi),"Akhil,Dhvani Bhanushali,Kunaal Vermaa,Abhijit Vaghani","punjabi pop,hindi pop,bollywood,desi pop,desi",222500,71,0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,4,6.110882957
Freakytona,Chosen Few: Grandes Exitos,"Boy Wonder CF,Plan B","reggaeton,trap latino",185640,66,0.939,0.738,5,-8.664,1,0.2,0.417,0,0.344,0.876,120.075,3,11.83025325
Valentine's Mashup 2019,Valentine's Mashup 2019,"Amrita Singh,Ankit Tiwari,Asees Kaur,Ash King,Atif Aslam,Badshah,Dhvani Bhanushali,Guru Randhawa,Himesh Reshammiya,Jubin Nautiyal,Karan Sehmbi,Neha Kakkar,Palak Muchhal,Sachin-Jigar,Shruti Pathak,Sunidhi Chauhan,Tony Kakkar,Rashmi Virag,Kedrock,Sd Style","bangla pop,bollywood,hindi pop,desi,gujarati garba,sufi,qawwali,desi hip hop,desi pop,hindi hip hop,punjabi pop,bhangra,bhajan,devotional,gujarati pop,lo-fi",212521,52,0.595,0.61,7,-6.887,0,0.0499,0.332,2.14E-06,0.0628,0.314,97.974,4,6.135523614
Non-Stop,Hamilton (Original Broadway Cast Recording),"Leslie Odom Jr.,Lin-Manuel Miranda,Renée Elise Goldsberry,Phillipa Soo,Christopher Jackson,Original Broadway Cast of Hamilton",musicals,385438,71,0.77,0.482,6,-9.529,1,0.351,0.211,0,0.223,0.441,91.994,4,9.522245038
It Won't Be Long Now,In the Heights (Original Broadway Cast Recording),"Karen Olivo,Lin-Manuel Miranda,Robin de Jesus",musicals,275413,42,0.588,0.389,2,-9.372,1,0.118,0.609,0,0.149,0.46,129.436,4,16.83230664
Right Hand Man,Hamilton (Original Broadway Cast Recording),"Lin-Manuel Miranda,Leslie Odom Jr.,Original Broadway Cast of Hamilton",musicals,321696,67,0.68,0.413,8,-9.41,1,0.492,0.177,0,0.205,0.383,158.576,4,9.522245038
Finale,In The Heights (Original Motion Picture Soundtrack),"Doreen Montalvo,Stephanie Beatriz,Daphne Rubin-Vega,Dascha Polanco,Jimmy Smits,Lin-Manuel Miranda,Leslie Grace,Melissa Barrera,Anthony Ramos","musicals,bachata",329378,41,0.471,0.458,7,-9.347,1,0.108,0.0863,0,0.396,0.419,87.418,4,3.813826146
Is It Just Me? (feat. Charlie Puth),Is It Just Me? (feat. Charlie Puth),"Sasha Alex Sloan,Charlie Puth","soft pop,pop",154274,57,0.682,0.363,2,-10.837,1,0.0261,0.699,3.00E-05,0.363,0.203,94.978,4,4.369609856
Money Mouf,Money Mouf,"Tyga,Saweetie,YG",hyphy,211703,46,0.968,0.793,10,-4.645,0,0.256,0.00136,0,0.0814,0.793,105.012,4,4.539356605
Goodie Bag,Goodie Bag,Still Woozy,bedroom pop,146390,71,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,4,7.40862423
Under The Mistletoe,Under The Mistletoe,"Kelly Clarkson,Brett Eldredge,Atlantic Holiday","christmas,country",225687,41,0.437,0.802,2,-5.063,1,0.111,0.0168,0,0.086,0.704,178.137,4,4.429842574
The First Noel,The First Noel,Gabby Barrett,country,261304,37,0.458,0.351,10,-6.049,1,0.0244,0.696,0,0.143,0.102,79.993,3,4.443531828
Holidays,Holidays,"Josie Dunne,Atlantic Holiday",christmas,185590,18,0.629,0.492,5,-5.096,0,0.0495,0.179,0,0.321,0.328,94.026,4,4.424366872
Hallelujah,A Pentatonix Christmas,Pentatonix,christmas,268960,64,0.322,0.377,7,-7.385,0,0.0356,0.454,0,0.338,0.366,118.669,4,8.449007529
Nobody,Nobody,"Martin Jensen,James Arthur",soft pop,211040,54,0.673,0.687,6,-5.295,0,0.0623,0.269,0,0.181,0.524,96.964,4,6.091718001
Levitating (feat. DaBaby),Future Nostalgia,"Dua Lipa,DaBaby",pop,203064,80,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4,5.018480493
Honeypie,For Abby,JAWNY,bedroom pop,135581,76,0.74,0.688,5,-4.361,0,0.0916,0.061,0,0.138,0.935,115.035,4,4.432580424
if we never met (feat. Kelsea Ballerini),love + everything else,"John K,Kelsea Ballerini",country,144243,50,0.955,0.369,8,-7.614,1,0.0502,0.223,0,0.14,0.343,107.98,4,4.388774812
I Love You 3000 II,Head In The Clouds II,"88rising,Stephanie Poetri,Jackson Wang",k-pop,209642,58,0.435,0.34,6,-9.109,1,0.0656,0.852,0,0.412,0.356,179.735,4,5.478439425
Acid Dreams,Acid Dreams,"MAX,Felly",jazz rap,183930,45,0.817,0.509,0,-4.17,1,0.0839,0.146,2.53E-05,0.111,0.77,99.988,4,5.708418891
Hard On Yourself,Hard On Yourself,"Charlie Puth,blackbear","soft pop,pop",160825,54,0.824,0.783,1,-4.53,0,0.0507,0.22,0,0.234,0.788,114.028,4,4.635181383
blind,our little angel - EP,ROLE MODEL,bedroom pop,153293,63,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,4,4.449007529
Girlfriend,Girlfriend,Charlie Puth,"soft pop,pop",177438,52,0.758,0.583,1,-6.361,1,0.0421,0.18,5.12E-05,0.107,0.797,97.537,4,4.777549624
Thank You,Thank You,JUNNY,k-rap,180047,48,0.865,0.516,2,-7.226,1,0.106,0.0253,0,0.0803,0.191,127.932,4,6.286105407
Working For The Weekend (feat. bbno$),Colour Vision,"MAX,bbno$",meme rap,165986,50,0.858,0.568,11,-5.623,0,0.217,0.223,0,0.122,0.757,101.02,4,4.539356605
Checklist (feat. Chromeo),Checklist (feat. Chromeo),"MAX,Chromeo","nu disco,alternative dance,indie dance",135180,54,0.791,0.792,7,-4.023,0,0.0349,0.0709,0,0.196,0.873,123.059,4,5.420944559
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],"SHAUN,Conor Maynard,Sam Feldt","k-pop,tropical house",192452,68,0.737,0.747,10,-4.818,1,0.0323,0.269,0,0.219,0.447,105.943,4,6.283367556
Any song,Any song,ZICO,"k-rap,k-pop",227226,62,0.874,0.787,10,-2.416,0,0.129,0.118,0,0.11,0.896,108.007,4,5.221081451
Up to You (feat. NCT DREAM),Up to You (feat. NCT DREAM),"PRETTYMUCH,NCT DREAM",k-pop,160578,49,0.719,0.803,5,-4.714,0,0.135,0.0364,0,0.147,0.719,115.925,4,5.366187543
Way Back Home,Take,SHAUN,k-pop,214136,67,0.745,0.739,10,-4.591,1,0.0327,0.405,0.000183,0.127,0.556,99.913,4,6.767967146
Forget Me,Broken By Desire To Be Heavenly Sent,Lewis Capaldi,soft pop,203666,72,0.451,0.754,1,-3.749,0,0.0864,0.327,0,0.332,0.674,203.894,4,1.875427789
Speechless (feat. Tori Kelly),Speechless (feat. Tori Kelly),"Dan + Shay,Tori Kelly",country,208960,50,0.562,0.383,6,-6.063,1,0.0337,0.664,0,0.259,0.497,135.15,4,5.823408624
"December, 1963 (Oh What a Night!)",Who Loves You,Frankie Valli & The Four Seasons,"doo-wop,northern soul",197146,76,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12E-06,0.0542,0.967,104.409,4,50.2532512
L-O-V-E,L-O-V-E,Nat King Cole,"christmas,adult standards,vocal jazz",155306,74,0.425,0.373,4,-7.543,1,0.0801,0.686,0,0.077,0.663,78.231,4,60.22450376
My Girl,The Temptations Sing Smokey,The Temptations,"motown,soul",165000,80,0.574,0.418,0,-10.739,1,0.0345,0.636,0,0.0961,0.692,104.57,4,60.03285421
Steady,Healthy Snacks,PEABOD,"christian hip hop,pop worship,christian pop",233346,37,0.747,0.637,9,-6.266,1,0.0505,0.123,0,0.106,0.79,125.078,4,6.7816564
Lover Boy,Lover Boy,Phum Viphurit,bedroom pop,236727,58,0.798,0.556,11,-8.597,1,0.0303,0.527,0.000353,0.0959,0.627,109.994,4,7.033538672
Sherry,Sherry and 11 Other Hits,Frankie Valli & The Four Seasons,"doo-wop,northern soul",152160,62,0.701,0.471,0,-8.072,1,0.0421,0.647,0,0.125,0.69,117.564,4,62.50513347
I’m Ready (with Demi Lovato),I’m Ready (with Demi Lovato),"Sam Smith,Demi Lovato",soft pop,200838,54,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56E-05,0.282,0.152,155.051,4,4.963723477
Dancing in the Street,Guess I'm Grown Now,Stephen Day,pop soul,199026,48,0.644,0.678,11,-8.109,1,0.0904,0.258,1.14E-05,0.0923,0.496,119.751,4,5.478439425
Oasis,Oasis,kalley,"worship,christian",172500,40,0.45,0.699,0,-6.565,1,0.0952,0.708,8.08E-05,0.102,0.466,110.807,5,5.45927447
Cheers to My Teenage Years,Cheers to My Teenage Years,Chase Cimala,christmas,259076,24,0.728,0.394,6,-9.797,1,0.126,0.0902,0,0.154,0.262,91.992,4,4.982888433
Ophelia,Cleopatra,The Lumineers,"folk pop,indie folk",160097,81,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,4,8.985626283
Sunflower,Sunflower,Pauline Zoe Park,gospel r&b,192307,40,0.587,0.51,1,-7.698,1,0.1,0.729,0,0.0796,0.713,77.93,4,4.577686516
Cool,Future Nostalgia,Dua Lipa,pop,209583,59,0.469,0.785,5,-4.015,0,0.0664,0.133,1.55E-06,0.0931,0.79,89.719,4,5.018480493
Can't Sleep Love,Pentatonix (Deluxe Version),Pentatonix,christmas,173053,54,0.73,0.433,2,-7.05,1,0.0455,0.0849,0,0.169,0.572,94.596,4,9.464750171
"Genius (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD","Sia,Diplo,Labrinth,LSD",moombahton,213706,74,0.603,0.615,11,-4.931,0,0.165,0.0799,6.72E-05,0.117,0.561,158.657,4,5.976728268
Killer Queen - Remastered 2011,Sheer Heart Attack (Deluxe Remastered Version),Queen,"classic rock,rock,glam rock",179600,67,0.535,0.65,10,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,4,50.40109514
I Hope I Don't Fuck This Up,Yikes,Dollar Signs,"folk punk,midwest emo",167205,36,0.194,0.623,3,-6.293,1,0.0317,0.00993,6.26E-05,0.111,0.22,172.536,4,9.70294319
Heavy,Shawn,Shawn Mendes,pop,153985,57,0.376,0.522,3,-7.375,1,0.0354,0.316,0,0.496,0.177,135.674,4,0.380561259
A Guy That I'd Kinda Be Into,Be More Chill (Original Cast Recording),"Stephanie Hsu,'Be More Chill' Ensemble,Be More Chill",musicals,164400,48,0.497,0.474,3,-7.279,1,0.044,0.764,0.000223,0.453,0.493,133.934,4,9.42642026
Bad Liar,Bad Liar,Selena Gomez,pop,214647,65,0.965,0.414,1,-6.408,1,0.0712,0.189,0,0.0767,0.729,121.032,4,7.876796715
Criminal,Femme Fatale (Deluxe Version),Britney Spears,pop,225080,73,0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,4,14.01779603
My Favorite Part,The Divine Feminine,"Mac Miller,Ariana Grande",pop,216000,72,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93E-06,0.14,0.718,95.016,4,8.544832307
Anything You Can Do,Annie Get Your Gun: The New Broadway Cast Recording,"Bernadette Peters,Tom Wopat",musicals,197973,46,0.561,0.559,10,-6.026,1,0.174,0.766,0,0.342,0.504,81.535,4,26.2532512
Bad Boy,Everytime We Touch (Premium Edition),Cascada,"eurodance,europop",191843,60,0.666,0.978,11,-5.118,0,0.0925,0.0149,0.0444,0.222,0.63,139.991,4,15.137577
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),"Meghan Trainor,John Legend","soft pop,neo soul",225053,79,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,3,10.23134839
Hikaru Nara (From Your Lie In April),Hikaru Nara (From Your Lie In April),"re:TYE,Saki,Spiral,TMM,Angela,Jefferz,Rachellular,Sorachu,Mero","anime,spoken word",248898,29,0.489,0.921,6,-1.607,0,0.0417,0.0655,1.52E-06,0.338,0.646,160.04,4,4.925393566
"Hello,world!",Butterflies,BUMP OF CHICKEN,"j-pop,j-rock,anime",248453,56,0.597,0.913,8,-5.448,1,0.0321,0.00409,2.53E-05,0.405,0.713,105.541,4,9.144421629
All Around The World,Believe (Deluxe Edition),"Justin Bieber,Ludacris",southern hip hop,244546,56,0.689,0.816,3,-3.951,0,0.178,0.0188,2.42E-06,0.181,0.776,127.972,4,12.79945243
I Don't Care (with Justin Bieber),No.6 Collaborations Project,"Ed Sheeran,Justin Bieber",soft pop,219946,77,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,4,5.727583847
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Grateful,"DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne","rap,hip hop",288600,71,0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,4,7.780971937
fever dream,dawn,mxmtoon,"bedroom pop,indie pop",196480,51,0.566,0.695,4,-5.961,1,0.0282,0.125,3.56E-05,0.0888,0.191,101.912,4,4.947296372
Take a Shot and Make a TikTok,Take a Shot and Make a TikTok,"NATEGAWD,Flo Rida,Lil Jon",crunk,124800,30,0.887,0.616,2,-3.88,1,0.265,0.118,0,0.0995,0.298,99.94,4,4.635181383
Mystery of Love,Mystery of Love,Sufjan Stevens,"chamber pop,baroque pop",248960,70,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,5,7.33744011
Comedy,INSIDE,Bo Burnham,comedy,319713,53,0.47,0.565,5,-8.43,1,0.173,0.465,0,0.225,0.351,180.061,4,3.813826146
FaceTime with my Mom (Tonight),INSIDE,Bo Burnham,comedy,140962,49,0.822,0.371,6,-11.496,1,0.0461,0.668,0,0.202,0.671,125.041,4,3.813826146
Straightenin,Culture III,Migos,trap,255023,55,0.848,0.625,9,-5.776,1,0.11,0.0319,0,0.101,0.106,135.957,4,3.811088296
All Time Low,INSIDE,Bo Burnham,comedy,54542,47,0.649,0.37,7,-11.722,0,0.664,0.402,0,0.243,0.487,134.606,4,3.813826146
White Woman’s Instagram,INSIDE,Bo Burnham,comedy,240926,52,0.652,0.768,5,-8.632,1,0.0886,0.227,7.37E-06,0.159,0.588,150.052,4,3.813826146
Welcome to The Internet,INSIDE,Bo Burnham,comedy,275999,67,0.665,0.527,2,-8.588,0,0.429,0.663,0,0.306,0.219,94.711,3,3.813826146
Bezos I,INSIDE,Bo Burnham,comedy,58149,63,0.694,0.948,2,-5.307,1,0.0361,0.00936,1.62E-05,0.139,0.705,115.044,4,3.813826146
All Eyes On Me,INSIDE,Bo Burnham,comedy,302950,59,0.352,0.424,6,-10.131,1,0.0394,0.733,2.30E-05,0.0664,0.141,127.047,4,3.813826146
Any Day Now,INSIDE,Bo Burnham,comedy,57962,46,0.731,0.164,10,-14.19,1,0.0498,0.896,0,0.115,0.378,89.752,4,3.813826146
How the World Works,INSIDE,Bo Burnham,comedy,255923,53,0.831,0.431,2,-9.653,1,0.521,0.74,0,0.173,0.495,129.672,4,3.813826146
30,INSIDE,Bo Burnham,comedy,154726,51,0.812,0.679,7,-6.579,0,0.0426,0.196,0,0.0731,0.218,114.949,4,3.813826146
Problematic,INSIDE,Bo Burnham,comedy,193286,52,0.723,0.868,7,-6.015,0,0.0409,0.0294,0,0.12,0.925,147.95,4,3.813826146
Content,INSIDE,Bo Burnham,comedy,96415,54,0.774,0.848,9,-6.106,1,0.0347,0.00231,3.32E-06,0.0953,0.716,115.01,4,3.813826146
Bezos II,INSIDE,Bo Burnham,comedy,45836,47,0.788,0.463,3,-5.471,1,0.0563,0.139,0,0.0561,0.892,99.995,4,3.813826146
That Funny Feeling,INSIDE,Bo Burnham,comedy,301110,58,0.545,0.277,4,-11.7,1,0.0392,0.764,0,0.372,0.389,75.763,4,3.813826146
Witchcraft,Snoqualmie Welcomes You,McCafferty,"midwest emo,folk punk",133871,37,0.525,0.469,2,-8.868,1,0.0522,0.662,0,0.109,0.576,122.098,5,2.442162902
Thank You For Your Service,The Honeybees Need Swimming Lessons,Joshua Bond,folk punk,202303,4,0.461,0.184,9,-20.215,0,0.0424,0.741,0.000645,0.372,0.128,111.588,4,4.687200548
Love Is…,Bo Burnham,Bo Burnham,comedy,238586,37,0.458,0.813,7,-5.018,1,0.37,0.768,0,0.798,0.644,93.824,4,15.56194387
Look Who’s Inside Again,INSIDE,Bo Burnham,comedy,83421,64,0.643,0.331,2,-9.235,1,0.0387,0.761,0,0.373,0.648,160.006,3,3.813826146
Unpaid Intern,INSIDE,Bo Burnham,comedy,34050,50,0.68,0.715,7,-6.557,0,0.0916,0.427,0,0.184,0.615,170.39,4,3.813826146
Sexting,INSIDE,Bo Burnham,comedy,201712,48,0.756,0.612,7,-6.104,1,0.0382,0.278,0,0.152,0.528,119.949,4,3.813826146
Whose Eye Is It Anyway???,To Mend the Sun,Jhariah,dark cabaret,163466,45,0.306,0.811,10,-6.173,0,0.0744,0.00131,0,0.0983,0.198,113.635,4,5.018480493
Earthmover,Deathconsciousness,Have A Nice Life,"shoegaze,slowcore",688000,52,0.347,0.557,0,-7.939,1,0.0611,0.037,0.98,0.143,0.0445,120.024,4,17.25393566
Precious Metal Girl,Van Weezer,Weezer,alternative rock,170613,30,0.767,0.361,8,-7.67,1,0.0281,0.85,1.06E-05,0.102,0.66,106.909,4,3.906913073
Lone Star,Talon Of The Hawk,The Front Bottoms,"midwest emo,folk punk,emo",230050,60,0.395,0.921,4,-6.041,1,0.0622,0.0647,3.47E-05,0.307,0.811,148.513,4,11.86858316
Don't Wanna Know,INSIDE,Bo Burnham,comedy,63425,51,0.704,0.383,0,-6.917,1,0.0381,0.179,0,0.373,0.491,89.956,4,3.813826146
My Alcoholic Friends,"Yes, Virginia",The Dresden Dolls,dark cabaret,167680,72,0.596,0.679,4,-3.881,0,0.0324,0.18,0,0.0938,0.746,110.464,4,19.01437372
